complex_id,k,log10_N_hotspot,log10_N_control,sum_delta_hot,sum_delta_ctl,diff_log10,command
1FC2_C_D,1,13.613331661867536,6.5991150814588275,3.134585455060005,1.5195024013519287,7.014216580408708,python3 src/nhot_control.py --out results/nhot_control
1FCC_A_C,1,3.4529810863756283,0.0,0.7950782775878908,0.0,3.4529810863756283,python3 src/nhot_control.py --out results/nhot_control
1GC1_G_C,3,14.9264801753723,21.745467306580238,3.436949074268341,5.0070788860321045,-6.818987131207939,python3 src/nhot_control.py --out results/nhot_control
1GCQ_AB_C,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
1GUA_A_B,2,4.743718628661068,14.009523331528532,1.0922815799713135,3.2258119583129883,-9.265804702867463,python3 src/nhot_control.py --out results/nhot_control
1H9D_A_B,3,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
1IAR_A_B,2,3.4646691187922665,13.66384392257759,0.7977695465087891,3.146216332912445,-10.199174803785322,python3 src/nhot_control.py --out results/nhot_control
1JCK_A_B,2,3.7749336756225316,11.460903494530672,0.8692106008529663,2.6389705538749695,-7.685969818908141,python3 src/nhot_control.py --out results/nhot_control
1JRH_LH_I,7,30.753774963602602,10.81336314950544,7.081318378448486,2.4898688793182373,19.94041181409716,python3 src/nhot_control.py --out results/nhot_control
1JTD_A_B,7,43.30476997706154,16.948162652615668,9.971291780471802,3.902458667755127,26.35660732444587,python3 src/nhot_control.py --out results/nhot_control
1JTG_A_B,10,44.8358429447738,19.701581657728248,10.323834359645844,4.536456823348999,25.134261287045554,python3 src/nhot_control.py --out results/nhot_control
1K8R_A_B,4,4.072681331330495,19.55289330283729,0.9377695322036743,4.502220064401627,-15.480211971506796,python3 src/nhot_control.py --out results/nhot_control
1KTZ_A_B,1,2.648869720815941,9.505089416840109,0.6099247932434086,2.1886277198791504,-6.8562196960241675,python3 src/nhot_control.py --out results/nhot_control
1LFD_A_B,5,13.873301529551487,32.62160367040625,3.1944457292556754,7.511401832103729,-18.748302140854765,python3 src/nhot_control.py --out results/nhot_control
1MI5_ABC_DE,6,34.06875432881939,16.71992710536148,7.844620585441589,3.849905490875244,17.348827223457906,python3 src/nhot_control.py --out results/nhot_control
1NMB_N_LH,1,5.801577716414133,0.0,1.3358626365661623,0.0,5.801577716414133,python3 src/nhot_control.py --out results/nhot_control
1OGA_ABC_DE,5,19.712955175629777,20.91280993059405,4.539075672626495,4.815352439880371,-1.1998547549642744,python3 src/nhot_control.py --out results/nhot_control
1PPF_E_I,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
1R0R_E_I,2,16.574451587428783,3.7139214837268866,3.8164085149765015,0.8551620244979858,12.860530103701896,python3 src/nhot_control.py --out results/nhot_control
1REW_AB_C,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
1S1Q_A_B,1,12.730027547565864,5.405257846495023,2.9311971664428715,1.244606614112854,7.324769701070841,python3 src/nhot_control.py --out results/nhot_control
1SMF_E_I,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
1TM1_E_I,3,5.361454646339684,1.2162128749258403,1.2345205545425422,0.2800433635711672,4.145241771413843,python3 src/nhot_control.py --out results/nhot_control
1VFB_AB_C,4,1.488445767097781,8.58091996564285,0.34272730350494385,1.975829839706421,-7.092474198545069,python3 src/nhot_control.py --out results/nhot_control
1XGQ_AB_C,1,12.676151599417159,1.53872511880786,2.9187917709350586,0.35430455207824707,11.1374264806093,python3 src/nhot_control.py --out results/nhot_control
1XGR_AB_C,1,8.113481504075914,3.026525289855697,1.868198156356811,0.6968832015991213,5.0869562142202165,python3 src/nhot_control.py --out results/nhot_control
1XGT_AB_C,1,13.069097492225211,5.4137551744563215,3.0092709064483643,1.2465631961822508,7.6553423177688895,python3 src/nhot_control.py --out results/nhot_control
1XGU_AB_C,1,8.936343111929784,2.066851162227684,2.0576690435409546,0.47591006755828835,6.8694919497021,python3 src/nhot_control.py --out results/nhot_control
1Z7X_W_X,7,52.35797309267258,19.45441000692733,12.055868834257126,4.479543447494507,32.90356308574525,python3 src/nhot_control.py --out results/nhot_control
2A9K_A_B,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
2AK4_ABC_DE,6,18.488191777077738,16.643357705364146,4.25706347823143,3.8322747349739075,1.844834071713592,python3 src/nhot_control.py --out results/nhot_control
2AW2_A_B,2,4.5412924272624045,3.583649312708918,1.045671224594116,0.8251657485961914,0.9576431145534863,python3 src/nhot_control.py --out results/nhot_control
2B42_A_B,1,13.23943648273096,0.0,3.0484929084777836,0.0,13.23943648273096,python3 src/nhot_control.py --out results/nhot_control
2BNR_ABC_DE,2,3.2539868466570625,5.62387054388528,0.7492581605911255,1.2949440479278564,-2.3698836972282176,python3 src/nhot_control.py --out results/nhot_control
2BTF_A_P,1,6.294772845891056,0.0,1.4494250118732452,0.0,6.294772845891056,python3 src/nhot_control.py --out results/nhot_control
2FTL_E_I,3,5.2453949073690875,0.553501022726909,1.2077968120574947,0.12744832038879395,4.6918938846421785,python3 src/nhot_control.py --out results/nhot_control
2G2U_A_B,2,2.025891794552171,7.327942803067721,0.4664788246154785,1.6873211860656738,-5.30205100851555,python3 src/nhot_control.py --out results/nhot_control
2GOX_A_B,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
2J0T_A_D,2,10.026547752539615,16.77100115629904,2.3086979389190674,3.861665725708008,-6.744453403759424,python3 src/nhot_control.py --out results/nhot_control
2NYY_DC_A,5,19.92179566111889,23.692993473793223,4.587162971496582,5.45551335811615,-3.771197812674334,python3 src/nhot_control.py --out results/nhot_control
2NZ9_DC_A,6,26.14156818498243,36.387797466544306,6.019318521022797,8.378600001335144,-10.246229281561877,python3 src/nhot_control.py --out results/nhot_control
2PCC_A_B,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
2WPT_A_B,8,10.76022935206852,45.74585341844827,2.477634370326996,10.533372014760971,-34.98562406637975,python3 src/nhot_control.py --out results/nhot_control
3AAA_AB_C,3,12.155713170869529,17.373428212312167,2.7989563941955566,4.000379681587219,-5.217715041442638,python3 src/nhot_control.py --out results/nhot_control
3B4V_AB_C,3,4.776996076377418,2.9232951545047308,1.099943995475769,0.673113584518432,1.853700921872687,python3 src/nhot_control.py --out results/nhot_control
3BK3_A_C,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3BN9_B_CD,5,0.5019056283873521,7.894895210373347,0.11556804180145264,1.8178668022155762,-7.392989581985995,python3 src/nhot_control.py --out results/nhot_control
3BT1_A_U,6,12.66088405530099,6.492309576163265,2.9152762889862065,1.4949095249176028,6.168574479137725,python3 src/nhot_control.py --out results/nhot_control
3BX1_A_C,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3C60_CD_AB,3,4.638293363196422,24.15992508810042,1.0680065155029301,5.563028335571289,-19.521631724903997,python3 src/nhot_control.py --out results/nhot_control
3D3V_ABC_DE,3,5.926065926670286,16.518673538327796,1.3645271062850948,3.8035651445388794,-10.59260761165751,python3 src/nhot_control.py --out results/nhot_control
3EQS_A_B,2,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3EQY_A_C,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3F1S_A_B,4,11.602387137288474,7.710472699942464,2.6715483665466304,1.7754019498825073,3.89191443734601,python3 src/nhot_control.py --out results/nhot_control
3HFM_HL_Y,6,38.74899875113773,26.53243349308662,8.922286689281464,6.10931858420372,12.216565258051105,python3 src/nhot_control.py --out results/nhot_control
3HH2_AB_C,2,0.0,6.113812195433684,0.0,1.40775728225708,-6.113812195433684,python3 src/nhot_control.py --out results/nhot_control
3KBH_A_E,2,0.0,18.29320222608839,0.0,4.212165474891663,-18.29320222608839,python3 src/nhot_control.py --out results/nhot_control
3KUD_A_B,1,0.0,0.1313391906321899,0.0,0.03024196624755837,-0.1313391906321899,python3 src/nhot_control.py --out results/nhot_control
3LB6_A_C,1,0.0,4.382523429157754,0.0,1.0091133117675792,-4.382523429157754,python3 src/nhot_control.py --out results/nhot_control
3M62_A_B,3,1.0029414882390932,9.659680937376997,0.23093581199645996,2.224223732948303,-8.656739449137904,python3 src/nhot_control.py --out results/nhot_control
3M63_A_B,3,5.72668572716405,0.0,1.318618118762971,0.0,5.72668572716405,python3 src/nhot_control.py --out results/nhot_control
3MZG_A_B,2,10.713571188466972,11.264799164315548,2.4668909311294556,2.593815863132477,-0.5512279758485761,python3 src/nhot_control.py --out results/nhot_control
3NGB_HL_G,9,37.13645824050228,34.819937431530626,8.550985515117645,8.017586886882782,2.316520808971653,python3 src/nhot_control.py --out results/nhot_control
3NPS_A_BC,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3Q8D_A_E,1,14.705046942873704,0.0,3.385962188243866,0.0,14.705046942873704,python3 src/nhot_control.py --out results/nhot_control
3QHY_A_B,8,42.96639869468719,13.667031779576414,9.893378913402557,3.146950364112854,29.29936691511078,python3 src/nhot_control.py --out results/nhot_control
3QIB_ABP_CD,5,17.577984699473863,19.98313815797032,4.047480553388595,4.601287603378296,-2.405153458496457,python3 src/nhot_control.py --out results/nhot_control
3S9D_A_B,3,6.623411910185311,0.0,1.5250969529151917,0.0,6.623411910185311,python3 src/nhot_control.py --out results/nhot_control
3SE3_B_A,2,8.08239193840212,0.0,1.8610395193099976,0.0,8.08239193840212,python3 src/nhot_control.py --out results/nhot_control
3SE4_B_A,1,9.113405723847425,2.021849959458412,2.0984392166137695,0.46554815769195557,7.091555764389013,python3 src/nhot_control.py --out results/nhot_control
3SE4_B_C,5,15.738179494826143,23.633158058017486,3.6238497495651245,5.441735744476318,-7.8949785631913425,python3 src/nhot_control.py --out results/nhot_control
3SE8_HL_G,3,7.342733009928039,18.11493772866157,1.6907267570495605,4.1711185574531555,-10.77220471873353,python3 src/nhot_control.py --out results/nhot_control
3SE9_HL_G,1,21.700127644775158,10.397690929668986,4.996639043092728,2.394156813621521,11.302436715106172,python3 src/nhot_control.py --out results/nhot_control
3SF4_A_D,1,0.4632542536474069,0.0,0.10666823387146018,0.0,0.4632542536474069,python3 src/nhot_control.py --out results/nhot_control
3SGB_E_I,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
3SZK_AB_C,3,4.231636708407067,7.653945510918247,0.9743703603744507,1.7623860836029053,-3.4223088025111794,python3 src/nhot_control.py --out results/nhot_control
3U82_A_B,1,0.0,0.0,0.0,0.0,0.0,python3 src/nhot_control.py --out results/nhot_control
4B0M_A_BM,2,0.0,0.8578622844813978,0.0,0.1975300908088684,-0.8578622844813978,python3 src/nhot_control.py --out results/nhot_control
4BFI_A_B,3,6.829890559924745,2.7422145225841907,1.5726404190063477,0.6314182281494143,4.087676037340554,python3 src/nhot_control.py --out results/nhot_control
4CPA_A_I,1,1.853837082066058,0.0,0.4268617630004885,0.0,1.853837082066058,python3 src/nhot_control.py --out results/nhot_control
4CVW_A_C,2,4.03400355290286,0.2941961008542185,0.9288636445999143,0.06774115562438965,3.739807452048641,python3 src/nhot_control.py --out results/nhot_control
4E6K_AB_G,1,2.559328603232887,0.0,0.5893071889877319,0.0,2.559328603232887,python3 src/nhot_control.py --out results/nhot_control
4FTV_ABC_DE,1,0.8781690500507654,1.619827928437386,0.20220589637756348,0.37297916412353516,-0.7416588783866206,python3 src/nhot_control.py --out results/nhot_control
4FZA_A_B,2,13.545875093443268,1.6127072162714375,3.11905300617218,0.3713395595550537,11.93316787717183,python3 src/nhot_control.py --out results/nhot_control
4G0N_A_B,3,10.042471505952744,17.215478763964576,2.3123645186424255,3.96401047706604,-7.1730072580118325,python3 src/nhot_control.py --out results/nhot_control
4HFK_A_BD,3,0.13783398008411935,21.422501022813854,0.031737446784973145,4.932713150978088,-21.284667042729733,python3 src/nhot_control.py --out results/nhot_control
4HRN_A_D,2,0.0,4.026589811575509,0.0,0.9271565675735474,-4.026589811575509,python3 src/nhot_control.py --out results/nhot_control
4I77_HL_Z,5,1.7067587049748723,3.186277954756579,0.3929957151412964,0.7336676120758057,-1.479519249781707,python3 src/nhot_control.py --out results/nhot_control
4J2L_A_CD,1,17.58900759193448,0.0,4.050018668174744,0.0,17.58900759193448,python3 src/nhot_control.py --out results/nhot_control
4JEU_A_B,2,0.0,1.7987020404181813,0.0,0.41416645050048784,-1.7987020404181813,python3 src/nhot_control.py --out results/nhot_control
4JFF_ABC_DE,5,20.841750358954,3.8313873484967154,4.798990368843079,0.8822095394134521,17.010363010457283,python3 src/nhot_control.py --out results/nhot_control
4KRO_A_B,2,11.135518425884303,0.0,2.564047873020172,0.0,11.135518425884303,python3 src/nhot_control.py --out results/nhot_control
4KRP_A_B,1,0.5415717330855112,0.5338318285573063,0.12470149993896484,0.12291932106018066,0.007739904528204944,python3 src/nhot_control.py --out results/nhot_control
4L3E_ABC_DE,4,9.368860366791942,2.7774981328454755,2.1572598218917856,0.6395425796508789,6.591362233946467,python3 src/nhot_control.py --out results/nhot_control
4MNQ_ABC_DE,2,12.161480564611617,0.0,2.8002843856811523,0.0,12.161480564611617,python3 src/nhot_control.py --out results/nhot_control
4O27_A_B,2,1.1107120224336915,4.737018304620666,0.2557508945465087,1.0907387733459475,-3.6263062821869747,python3 src/nhot_control.py --out results/nhot_control
4OFY_A_D,3,1.6022202927849278,10.62098743416738,0.3689248561859131,2.4455727338790894,-9.018767141382453,python3 src/nhot_control.py --out results/nhot_control
4OZG_ABJ_GH,1,0.0,1.3396081795994517,0.0,0.30845618247985884,-1.3396081795994517,python3 src/nhot_control.py --out results/nhot_control
4P23_CD_AB,4,14.257255154683934,32.19824564771538,3.282854318618775,7.413920044898986,-17.94099049303145,python3 src/nhot_control.py --out results/nhot_control
4P5T_CD_AB,2,1.7976515878236854,1.5986635607375157,0.4139245748519895,0.36810588836669855,0.1989880270861697,python3 src/nhot_control.py --out results/nhot_control
4PWX_AB_CD,4,35.38670138898687,5.9923438422419455,8.148089110851288,1.379788160324097,29.394357546744928,python3 src/nhot_control.py --out results/nhot_control
4RS1_A_B,2,1.6705742630159883,3.0759519577692567,0.38466393947601296,0.7082641124725342,-1.4053776947532683,python3 src/nhot_control.py --out results/nhot_control
4YEB_A_B,1,2.3845449919662935,4.433358811467379,0.5490617752075195,1.0208185911178589,-2.048813819501085,python3 src/nhot_control.py --out results/nhot_control
4YFD_A_B,3,4.054748567915915,2.8227649256497296,0.9336403608322144,0.6499656438827515,1.2319836422661856,python3 src/nhot_control.py --out results/nhot_control
4YH7_A_B,2,2.5885781942783734,10.394091226914162,0.5960421562194829,2.3933279514312744,-7.805513032635789,python3 src/nhot_control.py --out results/nhot_control
4ZS6_HL_A,1,7.14465047401377,0.0,1.6451165676116952,0.0,7.14465047401377,python3 src/nhot_control.py --out results/nhot_control
5C6T_HL_A,5,17.681004511332215,18.068595632733228,4.071201741695404,4.160447895526885,-0.3875911214010124,python3 src/nhot_control.py --out results/nhot_control
5F4E_A_B,3,2.2167360960043143,7.3808076452937765,0.5104223489761353,1.6994937658309937,-5.164071549289462,python3 src/nhot_control.py --out results/nhot_control
5K39_A_B,1,0.0,6.9674245216360156,0.0,1.6043087840080261,-6.9674245216360156,python3 src/nhot_control.py --out results/nhot_control
5M2O_A_B,4,0.0,10.919312864688285,0.0,2.514264702796936,-10.919312864688285,python3 src/nhot_control.py --out results/nhot_control
5TAR_A_B,1,0.0,11.904232024062406,0.0,2.7410507202148438,-11.904232024062406,python3 src/nhot_control.py --out results/nhot_control
