complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
1DQJ_AB_C,L,0,0.67,0.75,17.9863,75.2432,41,20260803
1DQJ_AB_C,L,1,0.65,0.74,18.1031,71.4673,41,20260803
1DQJ_AB_C,L,2,0.65,0.74,18.3541,69.6868,41,20260803
1DQJ_AB_C,random,0,0.65,0.74,20.0441,71.9312,41,20260803
1DQJ_AB_C,random,1,0.87,0.89,4.3496,91.5593,41,20260803
1DQJ_AB_C,random,2,0.66,0.75,17.8949,70.0905,41,20260803
1FY8_E_I,wt,-1,0.92,0.94,1.9136,96.6323,31,20260803
1FY8_E_I,L,0,0.89,0.94,2.005,96.0732,31,20260803
1FY8_E_I,L,1,0.86,0.93,2.5824,94.5548,31,20260803
1FY8_E_I,L,2,0.36,0.82,10.9022,67.2545,31,20260803
1FY8_E_I,random,0,0.79,0.91,3.5485,91.209,31,20260803
1FY8_E_I,random,1,0.82,0.92,3.0714,92.5897,31,20260803
1FY8_E_I,random,2,0.28,0.8,13.7599,66.5135,31,20260803
1GL0_E_I,wt,-1,0.94,0.95,2.1274,95.7877,43,20260803
1GL0_E_I,L,0,0.43,0.89,12.0262,66.8407,43,20260803
1GL0_E_I,L,1,0.62,0.91,8.702,74.4135,43,20260803
1GL0_E_I,L,2,0.51,0.9,10.5675,68.2249,43,20260803
1GL0_E_I,random,0,0.9,0.94,3.2637,90.7963,43,20260803
1GL0_E_I,random,1,0.91,0.94,2.9883,92.074,43,20260803
1GL0_E_I,random,2,0.89,0.94,3.4907,89.6463,43,20260803
1GL1_A_I,wt,-1,0.93,0.94,2.1981,95.61,34,20260803
1GL1_A_I,L,0,0.87,0.93,3.4319,89.6956,34,20260803
1GL1_A_I,L,1,0.86,0.93,4.3676,85.6326,34,20260803
1GL1_A_I,L,2,0.89,0.94,2.9846,91.2424,34,20260803
1GL1_A_I,random,0,0.89,0.94,3.0172,91.5932,34,20260803
1GL1_A_I,random,1,0.87,0.93,3.5911,89.8188,34,20260803
1GL1_A_I,random,2,0.87,0.93,3.7944,88.6353,34,20260803
1KAC_A_B,wt,-1,0.17,0.62,25.6403,82.7368,34,20260803
1KAC_A_B,L,0,0.84,0.89,2.9536,92.5474,34,20260803
1KAC_A_B,L,1,0.27,0.66,13.4072,72.4109,34,20260803
1KAC_A_B,L,2,0.87,0.9,2.6691,93.4321,34,20260803
1KAC_A_B,random,0,0.15,0.61,25.8239,89.1944,34,20260803
1KAC_A_B,random,1,0.17,0.62,25.173,83.7688,34,20260803
1KAC_A_B,random,2,0.13,0.61,25.5277,79.4594,34,20260803
1KIQ_AB_C,wt,-1,0.57,0.69,19.6323,79.6307,30,20260803
1KIQ_AB_C,L,0,0.56,0.68,20.1522,66.808,30,20260803
1KIQ_AB_C,L,1,0.55,0.68,22.5642,73.1573,30,20260803
1KIQ_AB_C,L,2,0.55,0.68,21.0851,77.3147,30,20260803
1KIQ_AB_C,random,0,0.67,0.76,13.2098,82.7547,30,20260803
1KIQ_AB_C,random,1,0.56,0.69,21.3068,73.9023,30,20260803
1KIQ_AB_C,random,2,0.65,0.75,13.9019,82.114,30,20260803
1LFD_A_B,wt,-1,0.86,0.92,3.3051,91.57,24,20260803
1LFD_A_B,L,0,0.5,0.78,10.4424,76.3,24,20260803
1LFD_A_B,L,1,0.9,0.92,2.3489,94.5021,24,20260803
1LFD_A_B,L,2,0.21,0.67,16.2819,62.9767,24,20260803
1LFD_A_B,random,0,0.22,0.68,14.9011,63.03,24,20260803
1LFD_A_B,random,1,0.27,0.7,14.2491,66.495,24,20260803
1LFD_A_B,random,2,0.86,0.91,3.1767,91.6458,24,20260803
1P69_A_B,wt,-1,0.17,0.62,24.9096,81.7056,34,20260803
1P69_A_B,L,0,0.27,0.66,12.66,70.7744,34,20260803
1P69_A_B,L,1,0.83,0.89,3.5157,89.3529,34,20260803
1P69_A_B,L,2,0.87,0.91,2.5717,94.5585,34,20260803
1P69_A_B,random,0,0.37,0.7,14.8246,78.3376,34,20260803
1P69_A_B,random,1,0.16,0.62,21.5272,73.9712,34,20260803
1P69_A_B,random,2,0.15,0.6,21.6766,70.0379,34,20260803
1R0R_E_I,wt,-1,0.93,0.96,2.0159,96.633,33,20260803
1R0R_E_I,L,0,0.87,0.94,3.303,91.2852,33,20260803
1R0R_E_I,L,1,0.92,0.96,2.1156,96.2409,33,20260803
1R0R_E_I,L,2,0.87,0.95,4.0257,90.1752,33,20260803
1R0R_E_I,random,0,0.89,0.95,2.7882,93.6709,33,20260803
1R0R_E_I,random,1,0.88,0.95,2.4398,94.2048,33,20260803
1R0R_E_I,random,2,0.91,0.96,2.1071,95.8661,33,20260803
1S0W_A_C,wt,-1,0.84,0.91,4.8478,86.6068,50,20260803
1S0W_A_C,L,0,0.53,0.79,10.1154,76.1366,50,20260803
1S0W_A_C,L,1,0.27,0.69,15.895,67.7322,50,20260803
1S0W_A_C,L,2,0.26,0.68,15.2224,69.278,50,20260803
1S0W_A_C,random,0,0.7,0.85,7.2494,80.7496,50,20260803
1S0W_A_C,random,1,0.32,0.71,14.2345,70.6478,50,20260803
1S0W_A_C,random,2,0.28,0.68,17.4424,68.7554,50,20260803
1SBB_A_B,wt,-1,0.29,0.58,26.8589,80.0092,26,20260803
1SBB_A_B,L,0,0.35,0.63,13.4926,71.2154,26,20260803
1SBB_A_B,L,1,0.17,0.55,22.084,67.2535,26,20260803
1SBB_A_B,L,2,0.48,0.7,8.9396,76.8658,26,20260803
1SBB_A_B,random,0,0.15,0.54,24.8857,71.1912,26,20260803
1SBB_A_B,random,1,0.11,0.52,27.1466,76.1573,26,20260803
1SBB_A_B,random,2,0.18,0.55,22.5078,69.4931,26,20260803
1SBN_E_I,wt,-1,0.93,0.96,1.8119,96.9949,35,20260803
1SBN_E_I,L,0,0.83,0.94,3.2988,90.7989,35,20260803
1SBN_E_I,L,1,0.85,0.92,3.6256,89.4886,35,20260803
1SBN_E_I,L,2,0.8,0.94,3.5928,89.6631,35,20260803
1SBN_E_I,random,0,0.83,0.94,3.2574,91.2286,35,20260803
1SBN_E_I,random,1,0.88,0.94,2.9816,92.5403,35,20260803
1SBN_E_I,random,2,0.83,0.94,3.2672,90.5803,35,20260803
1SGY_E_I,wt,-1,0.91,0.94,1.9939,95.5154,28,20260803
1SGY_E_I,L,0,0.89,0.94,2.0178,95.795,28,20260803
1SGY_E_I,L,1,0.91,0.94,1.8018,96.9204,28,20260803
1SGY_E_I,L,2,0.37,0.82,10.5811,66.1704,28,20260803
1SGY_E_I,random,0,0.53,0.85,6.7148,77.4025,28,20260803
1SGY_E_I,random,1,0.32,0.81,10.974,66.4868,28,20260803
1SGY_E_I,random,2,0.53,0.84,7.0619,74.4586,28,20260803
1TM7_E_I,wt,-1,0.92,0.96,1.8149,96.6326,35,20260803
1TM7_E_I,L,0,0.92,0.96,1.9745,96.5657,35,20260803
1TM7_E_I,L,1,0.92,0.96,1.9494,96.7129,35,20260803
1TM7_E_I,L,2,0.92,0.96,1.8161,97.398,35,20260803
1TM7_E_I,random,0,0.91,0.95,1.9271,96.3763,35,20260803
1TM7_E_I,random,1,0.86,0.94,2.7026,94.0214,35,20260803
1TM7_E_I,random,2,0.91,0.95,2.1017,96.2614,35,20260803
1TMG_E_I,wt,-1,0.92,0.96,1.8023,96.5531,35,20260803
1TMG_E_I,L,0,0.92,0.96,1.9245,96.9583,35,20260803
1TMG_E_I,L,1,0.91,0.95,2.0302,96.3891,35,20260803
1TMG_E_I,L,2,0.93,0.96,1.8039,96.9537,35,20260803
1TMG_E_I,random,0,0.92,0.95,1.9001,96.6454,35,20260803
1TMG_E_I,random,1,0.91,0.95,1.9778,96.47,35,20260803
1TMG_E_I,random,2,0.92,0.95,2.1572,95.2586,35,20260803
1VFB_AB_C,wt,-1,0.56,0.69,20.9528,79.8282,33,20260803
1VFB_AB_C,L,0,0.57,0.69,19.1552,72.1976,33,20260803
1VFB_AB_C,L,1,0.57,0.69,19.6855,66.2773,33,20260803
1VFB_AB_C,L,2,0.55,0.68,22.5746,74.8076,33,20260803
1VFB_AB_C,random,0,0.55,0.68,21.8273,79.4679,33,20260803
1VFB_AB_C,random,1,0.56,0.69,21.2769,78.9497,33,20260803
1VFB_AB_C,random,2,0.55,0.68,21.3635,78.0355,33,20260803
1X1X_A_D,wt,-1,0.92,0.93,1.6989,97.3787,30,20260803
1X1X_A_D,L,0,0.9,0.92,1.9859,96.4787,30,20260803
1X1X_A_D,L,1,0.8,0.85,3.4235,89.1333,30,20260803
1X1X_A_D,L,2,0.87,0.9,2.5524,93.429,30,20260803
1X1X_A_D,random,0,0.74,0.84,3.602,88.602,30,20260803
1X1X_A_D,random,1,0.89,0.91,2.0667,95.657,30,20260803
1X1X_A_D,random,2,0.83,0.88,2.8277,91.7077,30,20260803
1XGP_AB_C,wt,-1,0.64,0.74,19.4709,74.2919,36,20260803
1XGP_AB_C,L,0,0.67,0.75,15.9936,72.1967,36,20260803
1XGP_AB_C,L,1,0.64,0.73,21.5185,75.9706,36,20260803
1XGP_AB_C,L,2,0.64,0.73,21.124,71.7842,36,20260803
1XGP_AB_C,random,0,0.64,0.73,18.7844,73.4544,36,20260803
1XGP_AB_C,random,1,0.65,0.73,18.4261,73.8292,36,20260803
1XGP_AB_C,random,2,0.63,0.72,19.8815,74.2694,36,20260803
1Y48_E_I,wt,-1,0.92,0.95,1.9934,95.9357,35,20260803
1Y48_E_I,L,0,0.9,0.95,2.254,94.6657,35,20260803
1Y48_E_I,L,1,0.91,0.95,2.0842,95.7329,35,20260803
1Y48_E_I,L,2,0.92,0.96,1.9194,96.7866,35,20260803
1Y48_E_I,random,0,0.36,0.85,11.2909,68.2577,35,20260803
1Y48_E_I,random,1,0.84,0.91,4.1653,88.5757,35,20260803
1Y48_E_I,random,2,0.71,0.89,6.7385,82.1989,35,20260803
1Y4A_E_I,wt,-1,0.92,0.96,2.2798,95.6207,41,20260803
1Y4A_E_I,L,0,0.91,0.96,2.8774,93.8507,41,20260803
1Y4A_E_I,L,1,0.92,0.96,2.6851,94.1417,41,20260803
1Y4A_E_I,L,2,0.9,0.95,2.7405,93.5427,41,20260803
1Y4A_E_I,random,0,0.28,0.83,14.3466,68.0859,41,20260803
1Y4A_E_I,random,1,0.92,0.96,2.34,95.7849,41,20260803
1Y4A_E_I,random,2,0.91,0.96,2.4335,94.99,41,20260803
2AW2_A_B,wt,-1,0.87,0.87,2.244,96.3636,42,20260803
2AW2_A_B,L,0,0.87,0.86,2.2891,96.3188,42,20260803
2AW2_A_B,L,1,0.86,0.86,2.6241,95.9095,42,20260803
2AW2_A_B,L,2,0.81,0.83,2.964,93.5248,42,20260803
2AW2_A_B,random,0,0.09,0.5,23.3375,80.1648,42,20260803
2AW2_A_B,random,1,0.16,0.52,17.5445,77.0662,42,20260803
2AW2_A_B,random,2,0.59,0.73,5.7768,86.7393,42,20260803
2B12_A_B,wt,-1,0.84,0.92,4.0356,91.1619,21,20260803
2B12_A_B,L,0,0.38,0.8,14.7237,72.9024,21,20260803
2B12_A_B,L,1,0.36,0.79,12.712,73.2114,21,20260803
2B12_A_B,L,2,0.52,0.84,9.4181,77.6362,21,20260803
2B12_A_B,random,0,0.88,0.93,3.7982,88.221,21,20260803
2B12_A_B,random,1,0.71,0.89,8.7313,83.3033,21,20260803
2B12_A_B,random,2,0.48,0.83,11.1964,77.7271,21,20260803
2HRK_A_B,wt,-1,0.91,0.93,1.9633,96.4312,25,20260803
2HRK_A_B,L,0,0.9,0.93,2.4127,94.7616,25,20260803
2HRK_A_B,L,1,0.83,0.9,3.3994,89.5504,25,20260803
2HRK_A_B,L,2,0.89,0.92,2.6825,93.4204,25,20260803
2HRK_A_B,random,0,0.65,0.83,5.581,82.5856,25,20260803
2HRK_A_B,random,1,0.21,0.64,18.0504,74.8948,25,20260803
2HRK_A_B,random,2,0.27,0.66,17.217,78.3424,25,20260803
2JEL_LH_P,wt,-1,0.67,0.75,22.0735,71.6966,32,20260803
2JEL_LH_P,L,0,0.71,0.78,14.8802,67.1397,32,20260803
2JEL_LH_P,L,1,0.86,0.87,4.9491,86.0594,32,20260803
2JEL_LH_P,L,2,0.72,0.78,14.1988,74.625,32,20260803
2JEL_LH_P,random,0,0.71,0.77,17.1516,81.1872,32,20260803
2JEL_LH_P,random,1,0.67,0.74,19.5395,78.0022,32,20260803
2JEL_LH_P,random,2,0.62,0.71,28.3118,82.0441,32,20260803
2KSO_A_B,wt,-1,0.29,0.59,10.0875,79.0459,22,20260803
2KSO_A_B,L,0,0.16,0.52,18.4421,69.0132,22,20260803
2KSO_A_B,L,1,0.12,0.5,19.1364,71.2995,22,20260803
2KSO_A_B,L,2,0.14,0.5,16.3013,70.295,22,20260803
2KSO_A_B,random,0,0.11,0.49,19.2124,59.5918,22,20260803
2KSO_A_B,random,1,0.14,0.51,16.516,72.6386,22,20260803
2KSO_A_B,random,2,0.14,0.52,17.3062,71.5314,22,20260803
2NU2_E_I,wt,-1,0.91,0.94,1.9084,96.3345,29,20260803
2NU2_E_I,L,0,0.92,0.94,1.8997,96.3,29,20260803
2NU2_E_I,L,1,0.91,0.94,1.7717,96.9014,29,20260803
2NU2_E_I,L,2,0.9,0.94,2.0251,96.1245,29,20260803
2NU2_E_I,random,0,0.83,0.92,3.2118,90.5524,29,20260803
2NU2_E_I,random,1,0.56,0.86,6.7074,80.2848,29,20260803
2NU2_E_I,random,2,0.9,0.94,2.068,95.4393,29,20260803
2OI9_AQ_BC,wt,-1,0.88,0.9,4.1936,85.2105,42,20260803
2OI9_AQ_BC,L,0,0.83,0.87,5.296,81.8338,42,20260803
2OI9_AQ_BC,L,1,0.84,0.87,4.7316,82.7317,42,20260803
2OI9_AQ_BC,L,2,0.82,0.86,5.1805,81.9702,42,20260803
2OI9_AQ_BC,random,0,0.6,0.7,11.7025,70.9255,42,20260803
2OI9_AQ_BC,random,1,0.42,0.56,21.5811,66.3802,42,20260803
2OI9_AQ_BC,random,2,0.88,0.9,4.1744,85.8107,42,20260803
2REX_A_B,wt,-1,0.76,0.86,5.1655,82.8535,26,20260803
2REX_A_B,L,0,0.14,0.61,22.9998,66.1938,26,20260803
2REX_A_B,L,1,0.85,0.9,2.3609,94.2954,26,20260803
2REX_A_B,L,2,0.85,0.91,2.5566,93.7138,26,20260803
2REX_A_B,random,0,0.15,0.62,24.6912,80.2719,26,20260803
2REX_A_B,random,1,0.13,0.62,26.0426,81.3619,26,20260803
2REX_A_B,random,2,0.14,0.61,25.665,82.7938,26,20260803
2SIC_E_I,wt,-1,0.93,0.94,2.1917,94.4497,32,20260803
2SIC_E_I,L,0,0.29,0.77,12.1559,62.135,32,20260803
2SIC_E_I,L,1,0.93,0.93,3.1948,92.2419,32,20260803
2SIC_E_I,L,2,0.91,0.94,2.5396,94.1944,32,20260803
2SIC_E_I,random,0,0.92,0.94,2.899,92.9844,32,20260803
2SIC_E_I,random,1,0.91,0.94,3.4776,91.7022,32,20260803
2SIC_E_I,random,2,0.89,0.93,3.2529,90.6956,32,20260803
3BK3_A_C,wt,-1,0.68,0.77,4.3715,89.1534,29,20260803
3BK3_A_C,L,0,0.74,0.77,4.4263,87.9234,29,20260803
3BK3_A_C,L,1,0.77,0.79,4.131,89.4679,29,20260803
3BK3_A_C,L,2,0.78,0.8,3.6016,91.4576,29,20260803
3BK3_A_C,random,0,0.74,0.78,4.8395,86.0976,29,20260803
3BK3_A_C,random,1,0.72,0.76,9.0307,75.8234,29,20260803
3BK3_A_C,random,2,0.17,0.49,18.1889,53.2117,29,20260803
3BT1_A_U,wt,-1,0.83,0.85,4.6003,85.9986,58,20260803
3BT1_A_U,L,0,0.67,0.77,8.4826,74.2719,58,20260803
3BT1_A_U,L,1,0.79,0.83,5.8435,81.8195,58,20260803
3BT1_A_U,L,2,0.6,0.75,8.5422,74.375,58,20260803
3BT1_A_U,random,0,0.68,0.77,7.8193,74.8717,58,20260803
3BT1_A_U,random,1,0.63,0.77,8.3167,75.286,58,20260803
3BT1_A_U,random,2,0.74,0.81,6.3347,79.3924,58,20260803
3BTF_E_I,wt,-1,0.93,0.95,1.4389,98.3739,31,20260803
3BTF_E_I,L,0,0.91,0.95,1.6175,97.9326,31,20260803
3BTF_E_I,L,1,0.88,0.94,2.1468,96.4342,31,20260803
3BTF_E_I,L,2,0.88,0.94,2.1596,95.9252,31,20260803
3BTF_E_I,random,0,0.88,0.94,2.0198,96.9835,31,20260803
3BTF_E_I,random,1,0.84,0.93,2.7443,95.1006,31,20260803
3BTF_E_I,random,2,0.86,0.94,2.568,95.4174,31,20260803
3BTH_E_I,wt,-1,0.92,0.94,1.5392,97.7952,31,20260803
3BTH_E_I,L,0,0.89,0.94,2.279,95.1297,31,20260803
3BTH_E_I,L,1,0.9,0.94,2.0608,95.8384,31,20260803
3BTH_E_I,L,2,0.9,0.94,1.7438,97.0226,31,20260803
3BTH_E_I,random,0,0.8,0.92,3.7856,90.8045,31,20260803
3BTH_E_I,random,1,0.87,0.93,2.4951,95.3245,31,20260803
3BTH_E_I,random,2,0.83,0.92,2.9369,93.71,31,20260803
3BTM_E_I,wt,-1,0.93,0.94,1.4522,98.3297,30,20260803
3BTM_E_I,L,0,0.9,0.94,1.8522,97.1147,30,20260803
3BTM_E_I,L,1,0.9,0.95,1.7584,97.3523,30,20260803
3BTM_E_I,L,2,0.89,0.94,1.8958,96.9373,30,20260803
3BTM_E_I,random,0,0.91,0.94,1.6474,97.6287,30,20260803
3BTM_E_I,random,1,0.91,0.94,1.6362,97.8337,30,20260803
3BTM_E_I,random,2,0.92,0.95,1.6561,97.744,30,20260803
3EQS_A_B,wt,-1,0.88,0.89,2.1232,96.637,23,20260803
3EQS_A_B,L,0,0.88,0.89,2.1222,96.4,23,20260803
3EQS_A_B,L,1,0.89,0.9,1.8299,97.4726,23,20260803
3EQS_A_B,L,2,0.89,0.9,2.0988,97.0974,23,20260803
3EQS_A_B,random,0,0.6,0.84,6.242,80.6643,23,20260803
3EQS_A_B,random,1,0.38,0.82,8.7414,71.4639,23,20260803
3EQS_A_B,random,2,0.33,0.81,9.6807,68.3465,23,20260803
3HFM_HL_Y,wt,-1,0.67,0.77,18.7101,74.9582,38,20260803
3HFM_HL_Y,L,0,0.75,0.81,11.9732,76.81,38,20260803
3HFM_HL_Y,L,1,0.75,0.82,10.7802,70.7837,38,20260803
3HFM_HL_Y,L,2,0.7,0.79,13.9385,73.8279,38,20260803
3HFM_HL_Y,random,0,0.67,0.77,18.5828,71.1205,38,20260803
3HFM_HL_Y,random,1,0.71,0.79,14.3969,72.7016,38,20260803
3HFM_HL_Y,random,2,0.66,0.77,19.8112,71.2971,38,20260803
3KUD_A_B,wt,-1,0.88,0.92,2.0784,94.7222,23,20260803
3KUD_A_B,L,0,0.2,0.68,16.5947,63.8248,23,20260803
3KUD_A_B,L,1,0.33,0.73,12.216,63.087,23,20260803
3KUD_A_B,L,2,0.21,0.68,15.6952,63.7061,23,20260803
3KUD_A_B,random,0,0.27,0.72,17.4121,66.0617,23,20260803
3KUD_A_B,random,1,0.46,0.76,12.8254,69.7065,23,20260803
3KUD_A_B,random,2,0.19,0.69,20.5249,65.963,23,20260803
3N0P_A_B,wt,-1,0.89,0.91,3.2118,93.5429,48,20260803
3N0P_A_B,L,0,0.84,0.88,6.0103,85.005,48,20260803
3N0P_A_B,L,1,0.83,0.86,6.7272,79.1694,48,20260803
3N0P_A_B,L,2,0.79,0.85,6.6723,81.0094,48,20260803
3N0P_A_B,random,0,0.23,0.57,20.3775,60.8525,48,20260803
3N0P_A_B,random,1,0.2,0.55,22.6079,63.3631,48,20260803
3N0P_A_B,random,2,0.19,0.55,23.3019,60.4144,48,20260803
3N4I_A_B,wt,-1,0.9,0.94,3.7212,91.1193,55,20260803
3N4I_A_B,L,0,0.28,0.69,15.7791,68.2376,55,20260803
3N4I_A_B,L,1,0.88,0.93,4.1567,87.9455,55,20260803
3N4I_A_B,L,2,0.91,0.94,3.8338,89.3104,55,20260803
3N4I_A_B,random,0,0.18,0.63,22.1002,73.4013,55,20260803
3N4I_A_B,random,1,0.21,0.64,22.8238,73.2727,55,20260803
3N4I_A_B,random,2,0.19,0.64,22.634,72.4911,55,20260803
3Q8D_A_E,wt,-1,0.64,0.89,,88.3043,7,20260803
3Q8D_A_E,L,0,0.66,0.89,,87.24,7,20260803
3Q8D_A_E,L,1,0.62,0.89,,87.1243,7,20260803
3Q8D_A_E,L,2,0.6,0.9,,88.6629,7,20260803
3Q8D_A_E,random,0,0.65,0.89,,84.2543,7,20260803
3Q8D_A_E,random,1,0.66,0.89,,87.1071,7,20260803
3Q8D_A_E,random,2,0.63,0.89,,85.53,7,20260803
3SE3_B_C,wt,-1,0.84,0.74,5.066,85.9964,39,20260803
3SE3_B_C,L,0,0.68,0.7,7.5805,74.5836,39,20260803
3SE3_B_C,L,1,0.67,0.69,7.3482,74.8336,39,20260803
3SE3_B_C,L,2,0.59,0.66,9.0406,68.3836,39,20260803
3SE3_B_C,random,0,0.61,0.68,8.4435,73.9467,39,20260803
3SE3_B_C,random,1,0.7,0.69,8.1613,75.0059,39,20260803
3SE3_B_C,random,2,0.42,0.59,12.745,67.0628,39,20260803
3SE4_B_C,wt,-1,0.81,0.78,3.7657,87.9959,39,20260803
3SE4_B_C,L,0,0.79,0.78,5.6316,80.3574,39,20260803
3SE4_B_C,L,1,0.68,0.71,6.3102,75.5464,39,20260803
3SE4_B_C,L,2,0.63,0.69,7.1923,73.2182,39,20260803
3SE4_B_C,random,0,0.19,0.48,21.0772,57.7213,39,20260803
3SE4_B_C,random,1,0.26,0.51,15.8986,60.7841,39,20260803
3SE4_B_C,random,2,0.52,0.63,9.6544,70.1741,39,20260803
3TGK_E_I,wt,-1,0.91,0.94,1.922,96.095,32,20260803
3TGK_E_I,L,0,0.77,0.9,4.4023,87.8109,32,20260803
3TGK_E_I,L,1,0.88,0.93,2.6847,93.3928,32,20260803
3TGK_E_I,L,2,0.87,0.93,2.5902,92.9209,32,20260803
3TGK_E_I,random,0,0.66,0.88,5.9627,84.2025,32,20260803
3TGK_E_I,random,1,0.29,0.8,14.5999,63.4128,32,20260803
3TGK_E_I,random,2,0.32,0.81,12.0239,67.2791,32,20260803
3UIG_A_P,wt,-1,0.87,0.85,2.9999,93.3393,14,20260803
3UIG_A_P,L,0,0.56,0.83,7.5716,76.7093,14,20260803
3UIG_A_P,L,1,0.91,0.84,2.6418,94.3929,14,20260803
3UIG_A_P,L,2,0.93,0.84,2.321,94.5879,14,20260803
3UIG_A_P,random,0,0.61,0.83,6.784,81.1243,14,20260803
3UIG_A_P,random,1,0.57,0.82,7.2858,75.3036,14,20260803
3UIG_A_P,random,2,0.58,0.83,7.1724,79.2671,14,20260803
3UIH_A_P,wt,-1,0.94,0.85,,97.3878,9,20260803
3UIH_A_P,L,0,0.94,0.83,,97.43,9,20260803
3UIH_A_P,L,1,0.94,0.84,,97.4989,9,20260803
3UIH_A_P,L,2,0.94,0.84,,97.2911,9,20260803
3UIH_A_P,random,0,0.94,0.84,,97.5633,9,20260803
3UIH_A_P,random,1,0.95,0.84,,97.6178,9,20260803
3UIH_A_P,random,2,0.94,0.85,,97.3044,9,20260803
4BFI_A_B,wt,-1,0.82,0.85,3.7988,92.5859,41,20260803
4BFI_A_B,L,0,0.71,0.79,4.9084,87.541,41,20260803
4BFI_A_B,L,1,0.76,0.81,4.9226,88.0202,41,20260803
4BFI_A_B,L,2,0.8,0.84,4.172,91.1322,41,20260803
4BFI_A_B,random,0,0.21,0.54,16.7529,63.2024,41,20260803
4BFI_A_B,random,1,0.27,0.57,14.7768,65.9139,41,20260803
4BFI_A_B,random,2,0.2,0.54,16.1632,67.6095,41,20260803
4EKD_A_B,wt,-1,0.91,0.93,2.1039,96.3687,47,20260803
4EKD_A_B,L,0,0.92,0.93,2.3134,95.1753,47,20260803
4EKD_A_B,L,1,0.89,0.93,2.4917,94.3889,47,20260803
4EKD_A_B,L,2,0.89,0.93,2.42,94.4685,47,20260803
4EKD_A_B,random,0,0.82,0.91,3.58,90.3087,47,20260803
4EKD_A_B,random,1,0.82,0.89,4.0358,88.7087,47,20260803
4EKD_A_B,random,2,0.14,0.69,24.9865,74.3894,47,20260803
4G0N_A_B,wt,-1,0.86,0.9,2.9159,91.5216,25,20260803
4G0N_A_B,L,0,0.16,0.65,19.4852,60.9684,25,20260803
4G0N_A_B,L,1,0.84,0.9,3.1343,90.2372,25,20260803
4G0N_A_B,L,2,0.81,0.89,3.5457,89.1372,25,20260803
4G0N_A_B,random,0,0.77,0.88,4.4902,87.3648,25,20260803
4G0N_A_B,random,1,0.28,0.71,15.7319,68.686,25,20260803
4G0N_A_B,random,2,0.87,0.91,2.8573,91.832,25,20260803
4KRL_A_B,wt,-1,0.3,0.69,15.0672,69.2047,30,20260803
4KRL_A_B,L,0,0.31,0.69,14.044,70.448,30,20260803
4KRL_A_B,L,1,0.26,0.67,15.9226,70.1763,30,20260803
