complex_id,d_of3,d_af2,leverage_metric,metric_name,retention_af2,Lrms_of3,Lrms_af2,Lrms_crystal,d_crystal,seed
1GUA_A_B,-0.61660895,-0.4699706500000002,0.9865838491848713,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9599805621316772,0.876742252204611,0.8531008497770991,0.8886647120049523,0.4046101,20260803
1H9D_A_B,0.8201445533333335,1.178029975,1.0397044681388723,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0060320882524143,1.1405313698201733,1.1035935603426847,1.0969765012761623,0.3862117853333333,20260803
1IAR_A_B,0.1886060499999999,0.462769525,1.177114916621632,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.2488442339863968,1.091257285741462,1.1577547356252966,0.9270609609411927,1.3802432699999998,20260803
1JCK_A_B,-0.93781022,-2.36729189,0.4584032827625274,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8247021348815274,0.49749475724302233,0.8950306505619704,1.0852774749886467,1.25297755,20260803
1JRH_LH_I,-1.6226602657142857,-2.1031007571428573,0.8584257182326896,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6880566093442008,0.7953733687437438,0.6375180654969044,0.9265488578106014,-1.3612804799999998,20260803
1JTD_A_B,-1.25526454,-1.9820814071428567,0.34951964587742695,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.2060535044529312,0.3030289278495744,1.0456324978990166,0.8669868244139948,-0.9985633885714283,20260803
1JTG_A_B,-0.777439366,-0.7689713450000001,0.8610395341457714,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8427968790664142,0.9102924252679164,0.8910062600258187,1.057201660514936,-0.443158434,20260803
1K8R_A_B,2.088057875,0.181003275,1.0050605098176661,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8949259491776473,0.8095529619099949,0.7208421242003747,0.8054768384610601,0.6968581125,20260803
1KTZ_A_B,2.1607912,3.1608174,1.084954809743423,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0571560353491711,1.1573413341675618,1.127687868090689,1.0667184695381526,1.0293922000000002,20260803
1LFD_A_B,0.669247414,1.11044389,0.6441604996107093,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8234934740798097,0.7958964075064484,1.0174723504797603,1.2355560578263318,1.09970188,20260803
1MI5_ABC_DE,-0.1936821333333332,-0.2355055216666668,0.7622694603146246,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8296775432560378,0.876396493995206,0.9538969195434223,1.1497200657015378,-1.2262669016666667,20260803
1NMB_N_LH,-2.22812312,-2.6435199000000003,0.6518950794441564,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8737989387997985,0.545750480975449,0.7315229185844435,0.8371753341669453,-3.00207934,20260803
1OGA_ABC_DE,-1.0161006179999998,-0.4772507060000001,0.9476843721874395,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.7575126736429589,1.1581707422985124,0.9257607714987964,1.2221059841107536,-0.01507384,20260803
1PPF_E_I,-0.113513186,-0.2278757099999999,1.1115890003632345,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1024173582787344,1.3077902098942715,1.2969997255310366,1.1765051736450471,-0.11785366,20260803
1R0R_E_I,-1.754574975,-1.835554757,1.003391105402964,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9276179704330032,1.3938344877844127,1.2885762208932992,1.389123822484599,-2.084847535,20260803
1REW_AB_C,1.0284734,-1.94883317,0.6160248582370935,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0423448309478047,0.7525332793173096,1.2733238980929265,1.2215956373430588,-0.3866480000000001,20260803
1S1Q_A_B,-0.8344583000000001,-0.5103650000000002,1.039744726782441,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.3004724848163909,1.121325288838184,0.324048189085133,1.0784621070483325,-1.4180885,20260803
1SMF_E_I,-0.7460869840000001,-0.60855399,1.0529064922819598,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9971604125425744,0.9551353552650713,0.9045657633147784,0.9071416714270709,-0.75565037,20260803
1TM1_E_I,-1.649344153333333,-1.8818627266666663,1.0957625266537172,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0593600753056334,1.1383616719037026,1.1005440295131141,1.0388762566831669,-1.33261906,20260803
1VFB_AB_C,-0.5369213875000001,-2.1633588715,0.7615079551710039,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.4565176974131994,0.6761144353259912,0.4053249911664218,0.8878626030560157,-0.088024325,20260803
1XGQ_AB_C,-4.1968982,-0.2934893999999999,0.9787812058598891,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.7098416263527053,0.9257622067807804,0.6713906504772096,0.9458316130697156,-2.7910297,20260803
1XGR_AB_C,-1.4291010999999998,0.4026953000000002,0.9223230687280118,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6403228620017445,0.897334086707067,0.6229742592955054,0.972906476192331,-1.3547205999999998,20260803
1XGT_AB_C,-2.2139266,-1.6307168,1.0024758778204388,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6036398612435605,0.9383231401645981,0.5650103535279618,0.9360057044012668,-1.6076493999999997,20260803
1XGU_AB_C,-3.1948424,-1.2661031,0.7813907640083617,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6295812633953854,0.753967384503096,0.60748572975108,0.9649043976862615,-2.1263306,20260803
1Z7X_W_X,-1.6109062242857142,-1.6980722714285714,0.9401883396814097,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8695312400472858,0.718468415771255,0.664474027312531,0.7641749907414441,-1.4375120057142858,20260803
2A9K_A_B,0.5527878999999998,0.4049643,0.14257560454166016,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.22929173386017093,0.18418478355161974,0.29620809609733134,1.2918394008829295,0.70442914,20260803
2AK4_ABC_DE,-0.4633092366666667,0.0766833233333332,1.0286868167353882,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.018329625543052,0.968555234561948,0.9588034699028736,0.941545297173855,0.3044240383333336,20260803
2AW2_A_B,1.715017615,0.8330167850000001,1.019412860522367,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0219185014990568,1.0067754072076136,1.0092499862641604,0.9876032039577393,0.2948632300000002,20260803
2B42_A_B,-0.7619959999999999,-3.49940543,0.9606736088450358,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9995762212028819,1.0116896306525403,1.05265814395962,1.0531044272870556,-3.877613806,20260803
2BNR_ABC_DE,-0.7060377000000001,0.4987407999999999,0.7381781592141966,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.5224432421661949,0.9382360329165312,0.6640335653873329,1.2710157042783543,0.0529973,20260803
2BTF_A_P,-0.5265067000000001,-0.4104082,1.0089049527083078,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0162188281042035,1.304401506887994,1.3138575315234045,1.2928883968568636,-0.0161861,20260803
2FTL_E_I,-0.0847230266666667,-0.3687307033333333,1.0546755468228988,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.998756546444005,0.9966759422925372,0.9438320866038555,0.9450071591162994,-0.2937185733333333,20260803
2G2U_A_B,-0.4646342,0.3010953200000001,0.47392475290540603,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9311485270937807,0.4861333303624504,0.9551354550762197,1.0257605819957691,0.3418335650000001,20260803
2GOX_A_B,-0.4568493,-0.215343,0.9607617938006539,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.951831458510041,0.9578884939973822,0.9489848661911835,0.9970093525556368,-0.704239,20260803
2J0T_A_D,0.4767210500000001,0.3349225000000002,1.119459035353737,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.04296924872486,0.9261038176795868,0.862825500945008,0.8272779873422952,1.1911013499999998,20260803
2NYY_DC_A,-0.6006963080000001,-0.16037288,0.8964062155465314,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.3817561957725061,0.989246461180659,0.421294452394545,1.1035693907784023,0.04791782,20260803
2NZ9_DC_A,-0.1831870699999999,0.2765537116666667,0.807585943516869,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.41308667559600987,0.855842254403382,0.4377701649517416,1.0597537776306096,0.5575083600000003,20260803
2PCC_A_B,0.5731414000000001,1.0010139800000002,0.8175213768910875,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.067925756683561,0.6722199610146744,0.8781189468762088,0.8222659125698061,1.36719137,20260803
2WPT_A_B,1.49879047375,1.2951395075,0.9348527265747699,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9873804295777341,1.2176388016145347,1.2860557484960369,1.3024926461688482,1.2180811325,20260803
3AAA_AB_C,-1.2524957,-0.2535409666666666,0.8356349904633896,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9954362704353723,0.9103674662540667,1.0844600880476778,1.0894319608962704,0.7795415,20260803
3B4V_AB_C,-0.0504682599999999,0.6058696699999998,1.0104321369884386,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9689551491470753,1.2563781229605513,1.204805356989841,1.2434067335834618,0.3861936700000001,20260803
3BK3_A_C,-0.1042063,-0.17372389,1.1342910712357246,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1181766649746845,1.4177145039507837,1.3975736176666809,1.2498683449974535,-0.13946132,20260803
3BN9_B_CD,0.412613964,0.193703552,1.0060706711887424,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.7636647461717656,1.006079422532668,0.7636713889385502,1.0000086985379617,0.3953213351999999,20260803
3BT1_A_U,-0.6425278183333333,0.4726910216666667,0.49816671928130724,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.081276884937089,0.4768515701315544,1.0350120960971916,0.9572128198758366,0.0493432849999999,20260803
3BX1_A_C,-1.37816439,-1.11512334,1.159672140762404,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1561572687629742,1.120612355186746,1.1172158702225805,0.9663182513378489,-0.28693312,20260803
3C60_CD_AB,-0.7818954666666666,-0.7492050066666668,1.1321494593904295,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9588942018184653,0.9940174423900697,0.8419008233484085,0.8779913589547332,1.2184307533333334,20260803
3D3V_ABC_DE,0.5333488666666667,-2.1268410066666665,1.1589065381423491,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1003594657659348,1.090502540826892,1.0354111861031572,0.9409753978736679,0.9450165333333336,20260803
3EQS_A_B,0.3748612800000001,0.1667355349999999,0.942647981758858,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9609537757067259,1.517497694075814,1.5469668072990603,1.6098243707522308,0.4046532899999999,20260803
3EQY_A_C,-0.5864408000000001,-0.51349163,0.8957464193296176,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8479173420893884,1.6255565546756088,1.538758697230498,1.8147508263467977,-0.14998847,20260803
3F1S_A_B,-0.2058260499999999,-0.3003931574999999,0.9175391864455332,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0173901253335182,0.9760933273512975,1.0823164038347017,1.0638165015410381,-0.7170944275000001,20260803
3HFM_HL_Y,-0.7675690966666666,-1.0369411475,1.097287822107156,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.7587517782844057,0.9085737148928633,0.6282598858643915,0.8280176783044041,-0.9105547766666668,20260803
3HH2_AB_C,1.00503805,-1.3775576,0.552406738884697,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6576002341413564,0.6636400061501273,0.7900153866895278,1.201361170013981,0.823600165,20260803
3KBH_A_E,0.7357375500000002,0.7931148,0.3682151561455248,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.38642471934173084,0.4555421841373034,0.47807038280631076,1.2371630459373744,2.326323365,20260803
3KUD_A_B,1.3604659,0.8367677999999998,1.4125349163531191,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.3271548311264403,1.1561176969691587,1.0862366438663111,0.8184701727260816,0.5611158,20260803
3LB6_A_C,2.4670932,2.0307198,0.9700861832910538,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9604124157928935,1.0948621826666214,1.0839441401461998,1.1286236228540647,1.92441534,20260803
3M62_A_B,0.3740617219999999,-0.0953898366666667,0.9505411725083814,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.99492170961582,1.0414919019881934,1.090118906625256,1.0956831035943475,0.4206695966666666,20260803
3M63_A_B,-0.2827368799999999,-0.4151663513333333,1.006095070858943,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0497620309706113,1.14385943513936,1.1935057019528357,1.1369297676439287,-1.1854020950000002,20260803
3MZG_A_B,-0.8795063999999999,-0.8952556200000001,1.0739080067252438,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0168668394936882,1.0469089664055262,0.9913018668634971,0.9748590753112568,-0.5419073000000001,20260803
3NGB_HL_G,-0.5582628599999998,-0.3519024255555554,1.0855573692751528,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.5655237962015653,0.7664112132521772,0.3992638169452287,0.7060071028433297,-0.2279661694444446,20260803
3NPS_A_BC,-2.0157707,0.8730089999999997,0.9487939866116848,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6708516542872371,0.833953233982222,0.5896526690826679,0.8789613401328776,0.1139615,20260803
3Q8D_A_E,-3.32141207,-2.54432335,1.1987141579548226,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.004803223422647881,0.8341085415878836,0.0033422560811504,0.6958360640463209,-3.1647294,20260803
3QHY_A_B,-0.1887322887499999,-0.7215404024999998,0.5304980298223152,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.5081290987747711,0.47229027962032855,0.45237573120477464,0.89027716046093,-0.72134868375,20260803
3QIB_ABP_CD,-0.6197156632,-1.7579239999999998,0.7320055799900997,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6966513319716454,1.0212298536973023,0.9719067139311375,1.3951121161004187,0.4920598079999999,20260803
3S9D_A_B,-0.0476801233333332,-0.1435987933333333,0.8678839431756689,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9660235203167605,1.0336150824305055,1.1504953956498183,1.1909600247337344,-0.2753971333333332,20260803
3SE3_B_A,-0.7633652849999999,-1.4352873000000002,1.0477172099663112,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1445874910341542,1.141862679435083,1.2474375021501871,1.0898577102420595,-1.202825315,20260803
3SE4_B_C,1.094156796,0.576078468,1.1003277856486648,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.1019461318013426,1.1392673848375128,1.1409430027880638,1.0353890901390737,0.902726248,20260803
3SE8_HL_G,0.17521845,-1.1150233133333334,1.0842561658920469,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6580736507548488,0.9245855976568791,0.5611639009540073,0.8527372282879273,0.1549407700000002,20260803
3SE9_HL_G,2.3314607,-0.1714423000000007,0.963478808809315,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.6173771195435803,0.8141147907480879,0.5216677729643282,0.844974257144468,-1.823299,20260803
3SF4_A_D,-1.02483646,-1.25451576,1.031426932489275,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0183445967386326,1.5107556345783872,1.4915936253015598,1.4647238568148369,-1.77733403,20260803
3SGB_E_I,0.04184555,0.26669874,1.0235702994421068,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.030643061724336,1.4006080337949267,1.4102860868597835,1.3683554852640047,0.5047880199999999,20260803
3SZK_AB_C,0.1305022366666667,-0.5911817433333334,1.0008246708435988,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.3737735607567173,1.2852042039140164,0.47997952647543546,1.2841452068030188,-0.1492849333333334,20260803
3U82_A_B,-0.6054785999999999,-0.8127062000000002,1.135749993693261,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.3615915874741258,1.110428330750047,1.3312347629653978,0.9777048971306862,-0.86480143,20260803
4B0M_A_BM,-0.079462275,1.4698908249999998,1.0213988553640638,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9964911098814753,1.4699567732959635,1.4341105326355383,1.43916038830102,0.33473962,20260803
4BFI_A_B,0.0606339499999999,0.0020767599999999,0.9632662838374964,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0641116855904098,1.384984426722088,1.5299799625129784,1.4378001700677565,0.0370866453333335,20260803
4CPA_A_I,0.5039861000000001,-0.6426616,0.9632767849284569,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9212691956047389,0.7240498272959398,0.6924746992840924,0.7516529398657888,-0.0895985000000001,20260803
4CVW_A_C,-1.1207488,0.29331265,0.6916366158164589,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0305060588083563,0.5628021198473675,0.838548713515201,0.8137251657548442,-0.2548469500000001,20260803
4FTV_ABC_DE,0.7505925999999998,-1.1418220999999995,1.0785238109984037,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9209255680032855,1.2525836360184814,1.0695510703691344,1.1613870952547152,-0.0334288999999996,20260803
4FZA_A_B,-0.3996341499999998,0.1023462849999998,1.5352870778027883,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.4729902875132752,1.2072859600543309,1.1582983528762556,0.7863584456023214,-0.4824967200000002,20260803
4G0N_A_B,-0.5394046333333333,-0.9563601433333332,1.0742998548064877,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9891591153551732,1.032287887927397,0.9504766936769744,0.9608936306831594,0.2252473999999998,20260803
4HFK_A_BD,0.04348794,-0.2566124000000001,1.0783930858318955,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.4911901806148087,1.472113696098562,0.6705233942726745,1.3650993459058964,1.1144497533333333,20260803
4HRN_A_D,0.82383128,0.3940854,0.8525734221362579,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9317790360155606,1.0737648151579684,1.1735195097548057,1.2594397001814581,0.9834014,20260803
4I77_HL_Z,-0.066569616,-0.6260467019999998,0.458062837525466,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9295973976587902,0.4862689709303848,0.9868392126745553,1.0615769957617456,0.2340592299999999,20260803
4J2L_A_CD,-5.16656139,-4.24547498,0.9518399587607933,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.7270808792258283,1.1202992172671034,0.8557616565573044,1.176982755300196,-4.0120049,20260803
4JEU_A_B,-0.0868470499999998,0.5151846700000002,0.7371180846075899,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.8027666592397884,0.8906522746333121,0.9699747787796177,1.2082898157456783,1.036975915,20260803
4JFF_ABC_DE,-0.7568589160000001,-0.463829368,0.8734398125188376,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.950626601289911,1.1128066509571952,1.2111465373230073,1.2740507531344012,-0.8964350200000002,20260803
4KRO_A_B,-1.08916805,-1.26221773,0.22754235090525218,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.25089117676792094,0.2340446800418974,0.2580607300503539,1.028576346824125,-1.1354568,20260803
4KRP_A_B,0.4784698999999999,-0.6982922999999999,0.2516617314458955,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.261585482764608,0.23203268902650165,0.24118241032294838,0.9220022754090689,-1.0116446,20260803
4L3E_ABC_DE,-1.01852635,-0.5248331850000001,0.9144179270432923,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",0.9538247372063051,1.0244833914643539,1.0686334691570936,1.1203666957590723,-1.0940257624999998,20260803
4MNQ_ABC_DE,-0.6252365499999999,-0.06327135,1.1350422179943576,"leverage_retention_of3 = mean|L|rms(OF3)/mean|L|rms(crystal), position-matched",1.0393285138380157,1.0929497173425684,1.0007855103685472,0.9629154757554591,-1.6874564,20260803
