complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
2HRK_A_B,L,2,0.9,0.93,2.4254,94.5988,25,20260803
2HRK_A_B,random,0,0.7,0.84,4.8268,84.282,25,20260803
2HRK_A_B,random,1,0.26,0.66,14.236,72.1988,25,20260803
2HRK_A_B,random,2,0.83,0.9,3.6682,89.0096,25,20260803
2JEL_LH_P,wt,-1,0.67,0.75,22.0735,71.6966,32,20260803
2JEL_LH_P,L,0,0.84,0.84,3.9244,90.1222,32,20260803
2JEL_LH_P,L,1,0.68,0.74,16.8198,71.0534,32,20260803
2JEL_LH_P,L,2,0.68,0.74,16.1156,69.6309,32,20260803
2JEL_LH_P,random,0,0.73,0.78,10.9384,72.9591,32,20260803
2JEL_LH_P,random,1,0.7,0.77,14.7866,72.0563,32,20260803
2JEL_LH_P,random,2,0.68,0.76,20.324,70.7225,32,20260803
2KSO_A_B,wt,-1,0.29,0.59,10.0875,79.0459,22,20260803
2KSO_A_B,L,0,0.08,0.47,20.2546,73.9473,22,20260803
2KSO_A_B,L,1,0.13,0.52,18.6848,75.6645,22,20260803
2KSO_A_B,L,2,0.09,0.49,19.8368,75.1682,22,20260803
2KSO_A_B,random,0,0.26,0.57,13.6975,85.3777,22,20260803
2KSO_A_B,random,1,0.12,0.49,20.2613,76.1509,22,20260803
2KSO_A_B,random,2,0.13,0.49,17.8408,71.8586,22,20260803
2NU2_E_I,wt,-1,0.91,0.94,1.9084,96.3345,29,20260803
2NU2_E_I,L,0,0.87,0.93,2.2835,94.4762,29,20260803
2NU2_E_I,L,1,0.88,0.93,2.6459,92.0186,29,20260803
2NU2_E_I,L,2,0.89,0.94,2.1985,95.0493,29,20260803
2NU2_E_I,random,0,0.28,0.8,12.0916,66.5345,29,20260803
2NU2_E_I,random,1,0.33,0.81,11.0578,67.7197,29,20260803
2NU2_E_I,random,2,0.34,0.81,11.8285,65.2034,29,20260803
2OI9_AQ_BC,wt,-1,0.88,0.9,4.1936,85.2105,42,20260803
2OI9_AQ_BC,L,0,0.73,0.8,6.6276,77.4788,42,20260803
2OI9_AQ_BC,L,1,0.89,0.91,3.7033,88.0774,42,20260803
2OI9_AQ_BC,L,2,0.88,0.9,4.0557,87.2979,42,20260803
2OI9_AQ_BC,random,0,0.46,0.59,19.0461,68.1271,42,20260803
2OI9_AQ_BC,random,1,0.43,0.58,20.5488,66.6636,42,20260803
2OI9_AQ_BC,random,2,0.53,0.65,15.9483,67.1962,42,20260803
2REX_A_B,wt,-1,0.76,0.86,5.1655,82.8535,26,20260803
2REX_A_B,L,0,0.13,0.61,23.3053,64.8723,26,20260803
2REX_A_B,L,1,0.1,0.61,26.7866,70.5996,26,20260803
2REX_A_B,L,2,0.53,0.76,10.0811,75.9496,26,20260803
2REX_A_B,random,0,0.15,0.62,24.718,81.0527,26,20260803
2REX_A_B,random,1,0.14,0.63,22.9165,68.3735,26,20260803
2REX_A_B,random,2,0.26,0.64,20.6213,68.0412,26,20260803
2SIC_E_I,wt,-1,0.93,0.94,2.1917,94.4497,32,20260803
2SIC_E_I,L,0,0.91,0.94,2.6932,94.3591,32,20260803
2SIC_E_I,L,1,0.93,0.95,2.1366,95.8322,32,20260803
2SIC_E_I,L,2,0.93,0.94,2.9503,92.4159,32,20260803
2SIC_E_I,random,0,0.28,0.77,12.6963,61.2428,32,20260803
2SIC_E_I,random,1,0.31,0.78,11.7618,63.6359,32,20260803
2SIC_E_I,random,2,0.31,0.78,13.0013,63.4028,32,20260803
3BK3_A_C,wt,-1,0.68,0.77,4.3715,89.1534,29,20260803
3BK3_A_C,L,0,0.75,0.78,4.7301,85.67,29,20260803
3BK3_A_C,L,1,0.75,0.78,3.9838,88.1824,29,20260803
3BK3_A_C,L,2,0.79,0.81,3.0554,93.6097,29,20260803
3BK3_A_C,random,0,0.22,0.59,10.7315,58.9717,29,20260803
3BK3_A_C,random,1,0.6,0.72,8.629,69.8466,29,20260803
3BK3_A_C,random,2,0.28,0.62,10.5606,67.2069,29,20260803
3BT1_A_U,wt,-1,0.83,0.85,4.6003,85.9986,58,20260803
3BT1_A_U,L,0,0.76,0.82,5.0892,83.0326,58,20260803
3BT1_A_U,L,1,0.81,0.83,4.776,85.9312,58,20260803
3BT1_A_U,L,2,0.65,0.77,6.6825,77.8388,58,20260803
3BT1_A_U,random,0,0.24,0.64,16.8513,64.906,58,20260803
3BT1_A_U,random,1,0.26,0.65,14.8958,59.8857,58,20260803
3BT1_A_U,random,2,0.28,0.65,16.0726,58.4002,58,20260803
3BTF_E_I,wt,-1,0.93,0.95,1.4389,98.3739,31,20260803
3BTF_E_I,L,0,0.92,0.94,1.6329,97.7081,31,20260803
3BTF_E_I,L,1,0.9,0.93,1.7903,96.9152,31,20260803
3BTF_E_I,L,2,0.35,0.82,10.9288,68.9213,31,20260803
3BTF_E_I,random,0,0.29,0.81,13.2169,67.6406,31,20260803
3BTF_E_I,random,1,0.85,0.93,2.748,93.88,31,20260803
3BTF_E_I,random,2,0.41,0.84,10.5828,72.9797,31,20260803
3BTH_E_I,wt,-1,0.92,0.94,1.5392,97.7952,31,20260803
3BTH_E_I,L,0,0.9,0.94,1.7882,97.081,31,20260803
3BTH_E_I,L,1,0.88,0.93,1.9766,96.2145,31,20260803
3BTH_E_I,L,2,0.25,0.79,13.5041,68.0742,31,20260803
3BTH_E_I,random,0,0.32,0.81,12.6796,67.9497,31,20260803
3BTH_E_I,random,1,0.29,0.8,13.5517,64.6384,31,20260803
3BTH_E_I,random,2,0.27,0.8,13.9546,68.3577,31,20260803
3BTM_E_I,wt,-1,0.93,0.94,1.4522,98.3297,30,20260803
3BTM_E_I,L,0,0.87,0.93,2.4977,92.875,30,20260803
3BTM_E_I,L,1,0.88,0.93,2.1676,95.1703,30,20260803
3BTM_E_I,L,2,0.87,0.92,3.0225,90.801,30,20260803
3BTM_E_I,random,0,0.27,0.8,15.9688,65.3433,30,20260803
3BTM_E_I,random,1,0.88,0.93,2.375,94.4607,30,20260803
3BTM_E_I,random,2,0.29,0.81,12.3661,66.5013,30,20260803
3EQS_A_B,wt,-1,0.88,0.89,2.1232,96.637,23,20260803
3EQS_A_B,L,0,0.83,0.88,3.0627,92.627,23,20260803
3EQS_A_B,L,1,0.7,0.86,5.694,83.2752,23,20260803
3EQS_A_B,L,2,0.86,0.88,2.5328,94.0083,23,20260803
3EQS_A_B,random,0,0.33,0.78,11.1149,66.1465,23,20260803
3EQS_A_B,random,1,0.39,0.8,10.3144,66.5409,23,20260803
3EQS_A_B,random,2,0.28,0.79,11.7953,63.0248,23,20260803
3HFM_HL_Y,wt,-1,0.67,0.77,18.7101,74.9582,38,20260803
3HFM_HL_Y,L,0,0.7,0.79,13.985,76.0082,38,20260803
3HFM_HL_Y,L,1,0.68,0.78,17.4948,71.5908,38,20260803
3HFM_HL_Y,L,2,0.67,0.77,20.3272,74.7787,38,20260803
3HFM_HL_Y,random,0,0.71,0.8,13.5265,74.4145,38,20260803
3HFM_HL_Y,random,1,0.68,0.77,17.1447,68.4497,38,20260803
3HFM_HL_Y,random,2,0.67,0.77,18.9825,72.6971,38,20260803
3KUD_A_B,wt,-1,0.88,0.92,2.0784,94.7222,23,20260803
3KUD_A_B,L,0,0.6,0.83,7.5273,78.2396,23,20260803
3KUD_A_B,L,1,0.4,0.75,10.8621,68.4039,23,20260803
3KUD_A_B,L,2,0.39,0.74,11.6042,68.6391,23,20260803
3KUD_A_B,random,0,0.18,0.68,20.4975,63.1478,23,20260803
3KUD_A_B,random,1,0.11,0.64,25.1353,57.4096,23,20260803
3KUD_A_B,random,2,0.36,0.73,12.237,65.8504,23,20260803
3N0P_A_B,wt,-1,0.89,0.91,3.2118,93.5429,48,20260803
3N0P_A_B,L,0,0.84,0.85,6.5689,81.4419,48,20260803
3N0P_A_B,L,1,0.78,0.84,6.902,79.3427,48,20260803
3N0P_A_B,L,2,0.8,0.86,6.719,80.2146,48,20260803
3N0P_A_B,random,0,0.56,0.71,12.2881,68.1638,48,20260803
3N0P_A_B,random,1,0.15,0.52,24.1788,65.8844,48,20260803
3N0P_A_B,random,2,0.11,0.49,24.7666,63.9202,48,20260803
3N4I_A_B,wt,-1,0.9,0.94,3.7212,91.1193,55,20260803
3N4I_A_B,L,0,0.84,0.91,5.6818,81.4022,55,20260803
3N4I_A_B,L,1,0.83,0.91,5.4295,82.6976,55,20260803
3N4I_A_B,L,2,0.88,0.92,5.6316,83.2322,55,20260803
3N4I_A_B,random,0,0.35,0.71,14.132,65.1391,55,20260803
3N4I_A_B,random,1,0.28,0.69,15.5111,65.8056,55,20260803
3N4I_A_B,random,2,0.47,0.76,12.7116,66.4909,55,20260803
3Q8D_A_E,wt,-1,0.64,0.89,,88.3043,7,20260803
3Q8D_A_E,L,0,0.61,0.89,,83.2586,7,20260803
3Q8D_A_E,L,1,0.68,0.9,,93.4386,7,20260803
3Q8D_A_E,L,2,0.61,0.88,,83.9243,7,20260803
3Q8D_A_E,random,0,0.59,0.89,,83.1057,7,20260803
3Q8D_A_E,random,1,0.55,0.89,,88.2614,7,20260803
3Q8D_A_E,random,2,0.47,0.88,,87.4114,7,20260803
3SE3_B_C,wt,-1,0.84,0.74,5.066,85.9964,39,20260803
3SE3_B_C,L,0,0.81,0.75,6.4323,78.9551,39,20260803
3SE3_B_C,L,1,0.76,0.73,6.8523,76.0187,39,20260803
3SE3_B_C,L,2,0.32,0.53,14.7895,62.1746,39,20260803
3SE3_B_C,random,0,0.32,0.53,17.4052,59.9577,39,20260803
3SE3_B_C,random,1,0.19,0.47,19.3504,56.4203,39,20260803
3SE3_B_C,random,2,0.2,0.5,20.7769,60.1179,39,20260803
3SE4_B_C,wt,-1,0.81,0.78,3.7657,87.9959,39,20260803
3SE4_B_C,L,0,0.66,0.71,6.4049,75.2362,39,20260803
3SE4_B_C,L,1,0.78,0.78,4.3566,85.0028,39,20260803
3SE4_B_C,L,2,0.65,0.71,5.7631,77.5756,39,20260803
3SE4_B_C,random,0,0.63,0.69,6.6279,75.5328,39,20260803
3SE4_B_C,random,1,0.35,0.54,13.3319,64.1205,39,20260803
3SE4_B_C,random,2,0.33,0.53,17.5889,62.8041,39,20260803
3TGK_E_I,wt,-1,0.91,0.94,1.922,96.095,32,20260803
3TGK_E_I,L,0,0.34,0.79,12.2543,59.3456,32,20260803
3TGK_E_I,L,1,0.28,0.78,12.898,62.3381,32,20260803
3TGK_E_I,L,2,0.25,0.77,14.8075,59.5341,32,20260803
3TGK_E_I,random,0,0.26,0.79,14.4072,61.0147,32,20260803
3TGK_E_I,random,1,0.35,0.81,11.5109,63.8703,32,20260803
3TGK_E_I,random,2,0.4,0.81,11.6619,67.5606,32,20260803
3UIG_A_P,wt,-1,0.87,0.85,2.9999,93.3393,14,20260803
3UIG_A_P,L,0,0.92,0.82,2.3653,94.4764,14,20260803
3UIG_A_P,L,1,0.92,0.84,2.4249,94.505,14,20260803
3UIG_A_P,L,2,0.93,0.84,1.8587,95.9343,14,20260803
3UIG_A_P,random,0,0.62,0.83,6.3661,80.03,14,20260803
3UIG_A_P,random,1,0.9,0.84,2.1742,94.7357,14,20260803
3UIG_A_P,random,2,0.83,0.84,3.5609,91.6836,14,20260803
3UIH_A_P,wt,-1,0.94,0.85,,97.3878,9,20260803
3UIH_A_P,L,0,0.95,0.84,,97.3256,9,20260803
3UIH_A_P,L,1,0.95,0.83,,97.4156,9,20260803
3UIH_A_P,L,2,0.94,0.84,,97.0478,9,20260803
3UIH_A_P,random,0,0.94,0.84,,96.7233,9,20260803
3UIH_A_P,random,1,0.94,0.82,,96.9989,9,20260803
3UIH_A_P,random,2,0.94,0.85,,97.5367,9,20260803
4BFI_A_B,wt,-1,0.82,0.85,3.7988,92.5859,41,20260803
4BFI_A_B,L,0,0.82,0.85,2.5025,95.0637,41,20260803
4BFI_A_B,L,1,0.62,0.75,5.9344,83.9693,41,20260803
4BFI_A_B,L,2,0.69,0.78,5.7108,86.04,41,20260803
4BFI_A_B,random,0,0.26,0.56,14.2006,66.9139,41,20260803
4BFI_A_B,random,1,0.21,0.54,17.4229,67.6785,41,20260803
4BFI_A_B,random,2,0.29,0.57,12.393,71.0783,41,20260803
4EKD_A_B,wt,-1,0.91,0.93,2.1039,96.3687,47,20260803
4EKD_A_B,L,0,0.89,0.92,3.9876,90.3521,47,20260803
4EKD_A_B,L,1,0.22,0.68,21.6814,65.0566,47,20260803
4EKD_A_B,L,2,0.88,0.91,3.5202,90.3074,47,20260803
4EKD_A_B,random,0,0.18,0.69,23.5326,74.8717,47,20260803
4EKD_A_B,random,1,0.12,0.66,26.1106,66.9032,47,20260803
4EKD_A_B,random,2,0.8,0.89,4.2709,85.2913,47,20260803
4G0N_A_B,wt,-1,0.86,0.9,2.9159,91.5216,25,20260803
4G0N_A_B,L,0,0.34,0.72,11.9765,62.6128,25,20260803
4G0N_A_B,L,1,0.16,0.66,19.3746,64.3736,25,20260803
4G0N_A_B,L,2,0.26,0.7,13.788,64.55,25,20260803
4G0N_A_B,random,0,0.57,0.8,8.9814,73.6484,25,20260803
4G0N_A_B,random,1,0.15,0.65,22.5097,63.0016,25,20260803
4G0N_A_B,random,2,0.25,0.67,17.0491,64.434,25,20260803
4KRL_A_B,wt,-1,0.3,0.69,15.0672,69.2047,30,20260803
4KRL_A_B,L,0,0.17,0.63,20.9841,62.264,30,20260803
4KRL_A_B,L,1,0.33,0.7,13.4918,68.5457,30,20260803
