complex_id,pdb,avg_plddt,ptm,iptm,ranking,interface_plddt,n_res,rmsd_ca_global,rmsd_ca_interface
1JTG_A_B,1JTG_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.78725995316158,0.93,0.9,0.9060000000000001,88.63055555555555,427,1.0534849215826143,1.7719924956782687
1K8R_A_B,1K8R_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,71.86084677419355,0.69,0.26,0.346,51.3716,248,6.13455752118148,4.205118341313152
1KTZ_A_B,1KTZ_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,93.38909574468086,0.84,0.84,0.8400000000000001,96.3557894736842,188,1.343308815894109,0.49135757533611873
1LFD_A_B,1LFD_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,96.21413385826772,0.93,0.9,0.9060000000000001,94.24000000000001,254,0.6420136419032002,0.4781312138739186
1MI5_ABC_DE,1MI5_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,90.20253929866989,0.82,0.79,0.7960000000000002,72.30133333333332,827,2.9761000407975295,3.120142728375039
1N8Z_AB_C,1N8Z_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,89.73327093596058,0.56,0.4,0.43200000000000005,76.23882352941177,1015,34.3021265067485,31.181103711772714
1NMB_N_LH,1NMB_N_LH_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,84.16754442649435,0.64,0.38,0.43200000000000005,70.03818181818183,619,13.433093580993656,12.432594627364212
1OGA_ABC_DE,1OGA_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,88.24805825242717,0.75,0.72,0.726,74.9245945945946,824,3.5732800299824468,3.3912660613573467
1PPF_E_I,1PPF_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,96.6685401459854,0.94,0.93,0.9320000000000002,96.756,274,0.6915961259309318,0.9232275551321187
1R0R_E_I,1R0R_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,97.49633846153847,0.96,0.93,0.9360000000000002,97.00212121212121,325,0.68467622840847,0.39110188981725647
1REW_AB_C,1REW_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,96.17712328767124,0.92,0.92,0.9200000000000002,96.41826086956522,292,0.8988543491310771,0.41320457651991205
1S1Q_A_B,1S1Q_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,96.0492018779343,0.9,0.85,0.8600000000000001,94.98034482758622,213,16.2445477133711,15.215400169570826
1SMF_E_I,1SMF_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,97.81784482758621,0.95,0.95,0.95,97.48217391304347,232,0.34801386568117415,0.22583241961963313
1TM1_E_I,1TM1_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,96.96495652173914,0.95,0.93,0.9340000000000002,96.10000000000001,345,1.9119763133085372,0.39838951936070194
1U7F_B_AC,1U7F_B_AC_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,93.0429471890971,0.92,0.91,0.9120000000000001,90.82294736842105,587,1.3724781130334667,1.3035428152417745
1UUZ_A_D,1UUZ_A_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,96.50662790697675,0.93,0.9,0.9060000000000001,95.46119047619048,258,0.9114965234369214,1.0804436296923137
1VFB_AB_C,1VFB_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,90.57258522727274,0.69,0.57,0.594,80.65181818181819,352,10.894918555679476,12.17248791981837
1XGQ_AB_C,1XGQ_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,91.3415523465704,0.74,0.65,0.668,73.62846153846155,554,5.624836725075367,5.863665054641229
1XGR_AB_C,1XGR_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,93.19,0.79,0.73,0.742,81.21078947368422,554,5.409381740246431,5.968612832194826
1XGT_AB_C,1XGT_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,91.7798736462094,0.75,0.66,0.678,77.42,554,5.825605200604214,6.252351365708357
1XGU_AB_C,1XGU_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,92.03160940325496,0.74,0.66,0.676,78.01780487804878,553,5.40686430726168,5.780558057384102
1Z7X_W_X,1Z7X_W_X_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,95.79051194539248,0.93,0.93,0.9300000000000002,95.01140625,586,1.1978757998702163,0.4902257897717054
2A9K_A_B,2A9K_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,86.49702917771884,0.64,0.28,0.35200000000000004,80.92891891891892,377,17.49267085412671,17.566751365691495
2AJF_A_E,2AJF_A_E_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,84.1893514915694,0.74,0.18,0.292,75.0576923076923,771,20.30674855099758,20.04566934835456
2AK4_ABC_DE,2AK4_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,90.97989195678271,0.76,0.72,0.728,70.50621621621623,833,2.4516854411598583,3.276858402829049
2AW2_A_B,2AW2_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,93.32442857142856,0.87,0.88,0.8780000000000001,97.18142857142858,210,1.2475961919593304,0.3517495622879228
2B42_A_B,2B42_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,94.67786496350365,0.94,0.92,0.9240000000000002,93.48827586206896,548,1.3907523335824448,0.674974507447835
2BNR_ABC_DE,2BNR_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,90.74180940892641,0.79,0.75,0.7580000000000001,78.00869565217391,829,6.584693561830821,4.923595360435517
2BTF_A_P,2BTF_A_P_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,95.8800390625,0.94,0.94,0.94,97.0880487804878,512,1.4448391973651962,0.5173885823826725
2FTL_E_I,2FTL_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,97.60336917562722,0.94,0.94,0.94,98.255,279,0.7811639702118354,0.3013345088541338
2G2U_A_B,2G2U_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,95.64727906976745,0.94,0.91,0.9160000000000001,91.11207547169812,430,1.079075049722002,1.9253801610242989
2GOX_A_B,2GOX_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,93.14726519337016,0.93,0.94,0.9380000000000001,94.71486486486486,362,1.3574719136933764,0.7803498386929637
2J0T_A_D,2J0T_A_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.1461403508772,0.91,0.9,0.9020000000000001,95.78529411764706,285,1.2356649069836243,0.5307959261950219
2NYY_DC_A,2NYY_DC_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,72.51207647058824,0.37,0.3,0.314,64.5890476190476,1700,39.09044668014433,20.57008373052971
2NZ9_DC_A,2NZ9_DC_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,71.37265294117648,0.37,0.3,0.314,69.53022727272727,1700,33.57174941576165,21.51313914909371
2O3B_A_B,2O3B_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,97.15396276595744,0.94,0.92,0.9240000000000002,97.4616216216216,376,0.8748768603379369,0.373693594530332
2PCC_A_B,2PCC_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,95.80296019900497,0.94,0.89,0.9000000000000001,92.36586206896554,402,0.8401401056562153,0.5297809292145643
2WPT_A_B,2WPT_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.75441025641025,0.89,0.88,0.8820000000000001,96.37722222222222,195,0.5555695288477217,0.3398272273991993
3AAA_AB_C,3AAA_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,95.38337539432177,0.92,0.91,0.9120000000000001,90.17611111111111,634,1.8794703920277314,0.9250014648020015
3B4V_AB_C,3B4V_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,88.09615384615384,0.84,0.82,0.8240000000000001,86.05082191780822,429,1.9743747424946256,1.8360531125647694
3BK3_A_C,3BK3_A_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,86.32994152046783,0.8,0.75,0.7600000000000001,91.66896551724139,171,8.713740104593894,1.3279639701998454
3BN9_B_CD,3BN9_B_CD_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,89.37382175226587,0.68,0.6,0.616,68.09541666666667,662,3.491832004183418,3.532727134123928
3BT1_A_U,3BT1_A_U_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,88.49113065326631,0.85,0.84,0.8420000000000001,87.07379310344827,398,1.9473764818362547,1.2854641845467107
3BX1_A_C,3BX1_A_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.67955555555557,0.94,0.93,0.9320000000000002,95.28146341463415,450,1.5649550363168394,0.7918218372289857
3C60_CD_AB,3C60_CD_AB_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,90.93097799511001,0.86,0.84,0.8440000000000001,76.49030303030302,818,6.538721728591829,16.69187150406144
3D3V_ABC_DE,3D3V_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,89.63842995169081,0.82,0.8,0.8040000000000002,74.29023809523808,828,2.5102002016079727,2.7406057467524825
3EQS_A_B,3EQS_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,97.36989473684214,0.89,0.88,0.8820000000000001,96.63695652173914,95,0.5633465632490159,0.39468133579904396
3EQY_A_C,3EQY_A_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,97.08999999999999,0.9,0.86,0.8680000000000001,95.39727272727274,96,1.0953203339862707,1.4445428141608219
3F1S_A_B,3F1S_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,88.32046583850932,0.91,0.89,0.8940000000000001,89.33652173913042,644,1.9473834619335249,1.0622797469105203
3HFM_HL_Y,3HFM_HL_Y_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,90.84086021505377,0.77,0.68,0.6980000000000001,75.11,558,5.989622913774453,6.021090082233681
3HH2_AB_C,3HH2_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,86.37125,0.79,0.8,0.7980000000000002,83.49569620253163,496,24.355271887447564,31.811715640837555
3KBH_A_E,3KBH_A_E_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,81.49591749644382,0.77,0.29,0.386,66.78257142857144,703,18.310926466308448,11.503794841074447
3KUD_A_B,3KUD_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,95.81929460580913,0.92,0.88,0.8880000000000001,94.65434782608696,241,1.0579163629659365,0.6256809504986596
3LB6_A_C,3LB6_A_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,87.80044321329639,0.89,0.88,0.8820000000000001,94.72742857142858,361,3.4201747877343784,0.3996960269706363
3M62_A_B,3M62_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,91.20097370983446,0.89,0.94,0.93,91.38774193548389,1027,4.915868479200867,0.580160576482257
3M63_A_B,3M63_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,90.95439024390244,0.89,0.95,0.9380000000000001,92.7975,1025,4.957816915194759,0.8380276571187403
3MZG_A_B,3MZG_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,94.0743112244898,0.9,0.88,0.8840000000000001,93.56645833333334,392,1.0734654153261554,0.4908876923705594
3NGB_HL_G,3NGB_HL_G_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,83.90114249037228,0.56,0.46,0.4800000000000001,68.40350877192984,779,22.483148297420843,19.268199575565333
3NPS_A_BC,3NPS_A_BC_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,92.02356932153391,0.72,0.63,0.648,72.77533333333334,678,5.750568659704491,4.263295928113194
3Q8D_A_E,3Q8D_A_E_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,92.18017094017094,0.9,0.7,0.74,75.88000000000001,234,3.3671626544289244,10.867607166125282
3QHY_A_B,3QHY_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,91.75716446124764,0.6,0.25,0.32,77.61978723404255,529,19.592722097792993,15.165991204679845
3QIB_ABP_CD,3QIB_ABP_CD_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,88.84143576826197,0.85,0.83,0.8340000000000001,78.28735849056604,794,1.943378847901396,1.5223696906150321
3S9D_A_B,3S9D_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,88.87762214983714,0.81,0.87,0.8580000000000001,91.46820512820513,307,1.9765781062586791,0.7807895735378226
3SE3_B_A,3SE3_B_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,85.78837772397095,0.84,0.84,0.8400000000000001,87.42627906976745,413,2.697023745183689,1.249378803693699
3SE4_B_A,3SE4_B_A_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,84.839976635514,0.84,0.84,0.8400000000000001,86.75173076923078,428,2.451905604636011,1.8181261429498674
3SE4_B_C,3SE4_B_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,85.03423423423423,0.76,0.82,0.808,87.48051282051281,333,2.758151734259092,0.9758485088107661
3SE8_HL_G,3SE8_HL_G_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,84.73661103979462,0.71,0.66,0.67,66.15918032786885,779,23.929302540517405,18.98161594128652
3SE9_HL_G,3SE9_HL_G_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,80.2859202059202,0.58,0.47,0.492,62.95442307692308,777,10.194979961281751,7.980523480538108
3SEK_B_C,3SEK_B_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,88.602,0.82,0.81,0.8120000000000002,84.8191304347826,310,1.3274920563616575,1.242050526894435
3SF4_A_D,3SF4_A_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,94.54780000000001,0.92,0.88,0.8880000000000001,90.1536263736264,400,1.6060705885032782,1.6602980123008613
3SGB_E_I,3SGB_E_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,97.56063829787234,0.94,0.92,0.9240000000000002,96.34833333333334,235,0.5258933801864909,0.37829052189452367
3SZK_AB_C,3SZK_AB_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,92.06384976525821,0.85,0.8,0.8100000000000002,89.45888888888886,426,15.625508421348137,13.65089467539155
3U82_A_B,3U82_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,93.85047080979285,0.82,0.88,0.8680000000000001,89.39102564102564,531,1.7243318169076374,1.2630991692518028
3UIG_A_P,3UIG_A_P_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,93.98714285714286,0.84,0.9,0.8880000000000001,93.68785714285715,140,0.8650749497126256,0.55246577368665
4B0M_A_BM,4B0M_A_BM_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,85.96426778242677,0.88,0.85,0.8560000000000001,92.84651162790698,478,4.933822067824085,0.8746496751520564
4BFI_A_B,4BFI_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,92.5646192893401,0.85,0.82,0.8260000000000001,95.61414634146341,394,3.790418592074226,0.39273613629468157
4CPA_A_I,4CPA_A_I_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,89.14457971014492,0.9,0.47,0.556,65.64538461538461,345,3.692641797137513,7.752456057338536
4CVW_A_C,4CVW_A_C_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,96.45932307692307,0.95,0.95,0.95,91.83649122807016,975,0.9482955240708254,0.6370539639608822
4FTV_ABC_DE,4FTV_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,88.5665621230398,0.81,0.8,0.8020000000000002,75.82666666666667,829,2.47978127771416,1.7251828126233728
4FZA_A_B,4FZA_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,92.65186776859505,0.89,0.89,0.8900000000000001,90.4460975609756,605,2.413824921867932,0.838229028668234
4G0N_A_B,4G0N_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,93.96268595041323,0.91,0.88,0.8860000000000001,93.09639999999999,242,0.7065795721302145,0.3913235953222269
4HFK_A_BD,4HFK_A_BD_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,93.79123943661972,0.91,0.88,0.8860000000000001,89.66230769230769,355,19.736836833765786,17.814262938120677
4HRN_A_D,4HRN_A_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,95.60094240837695,0.92,0.87,0.8800000000000001,94.13823529411765,191,0.7112495382817547,0.7381669150264619
4I77_HL_Z,4I77_HL_Z_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,90.08528089887642,0.84,0.77,0.7840000000000001,68.97238095238096,534,2.629661838603289,3.8137494733518817
4J2L_A_CD,4J2L_A_CD_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,78.80894736842106,0.77,0.76,0.7620000000000001,68.68511111111113,171,16.095448781353273,14.8166219474314
4JEU_A_B,4JEU_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,87.89010217113665,0.88,0.84,0.8480000000000001,84.16919191919193,783,4.3137521813088355,9.005008792251232
4JFF_ABC_DE,4JFF_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,91.23876811594202,0.86,0.85,0.8520000000000001,83.21596153846154,828,2.296903223418432,2.079898621007023
4JGH_ABC_D,4JGH_ABC_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,89.84173734610123,0.82,0.86,0.8520000000000001,87.07149999999999,731,3.0241027088434773,1.6597745430353028
4KRO_A_B,4KRO_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,77.05411078717201,0.46,0.16,0.22000000000000003,63.5259375,686,31.476748426636064,18.016379478553116
4KRP_A_B,4KRP_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,75.38703076923076,0.51,0.15,0.222,64.3769696969697,650,28.121972953460237,14.811106133749716
4L3E_ABC_DE,4L3E_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,92.01066585956416,0.89,0.89,0.8900000000000001,88.62163265306123,826,1.9051790389531136,1.1924108777597715
4MNQ_ABC_DE,4MNQ_ABC_DE_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,93.1542181818182,0.89,0.88,0.8820000000000001,89.22897959183672,825,2.7314986870988673,1.9473698200042988
4MYW_A_B,4MYW_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,93.61216822429905,0.82,0.88,0.8680000000000001,89.092,535,1.5523876902380287,1.1692995935923265
4O27_A_B,4O27_A_B_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,93.36305280528052,0.89,0.89,0.8900000000000001,88.66261904761905,606,2.896879677023426,5.020733378284634
4OFY_A_D,4OFY_A_D_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,91.54637362637362,0.73,0.83,0.81,95.17060606060606,637,3.0180869928599354,1.043225941824909
4OZG_ABJ_GH,4OZG_ABJ_GH_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,91.28216584158415,0.78,0.74,0.748,78.74822222222224,808,2.2609602604959256,1.257538440866715
4P23_CD_AB,4P23_CD_AB_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,90.11282741738067,0.81,0.78,0.7860000000000001,70.04499999999999,817,6.337857942442443,16.777461023383452
