complex_id,direction,k,iptm,ptm,interface_pae,interface_plddt,n_iface,seed
1KAC_A_B,naive,2,0.17,0.6,20.9461,69.7776,34,20260803
1KIQ_AB_C,naive,0,0.55,0.68,21.7488,73.611,30,20260803
1KIQ_AB_C,naive,1,0.54,0.67,21.9562,77.317,30,20260803
1KIQ_AB_C,naive,2,0.56,0.68,21.3434,77.2593,30,20260803
1LFD_A_B,naive,0,0.89,0.92,2.6896,93.4021,24,20260803
1LFD_A_B,naive,1,0.9,0.93,2.2264,95.2558,24,20260803
1LFD_A_B,naive,2,0.9,0.93,2.9947,93.3879,24,20260803
1P69_A_B,naive,0,0.18,0.63,24.9994,84.4194,34,20260803
1P69_A_B,naive,1,0.29,0.67,16.4844,77.2371,34,20260803
1P69_A_B,naive,2,0.47,0.74,11.9662,81.0371,34,20260803
1R0R_E_I,naive,0,0.92,0.96,1.9851,96.5479,33,20260803
1R0R_E_I,naive,1,0.93,0.96,1.7985,97.6076,33,20260803
1R0R_E_I,naive,2,0.92,0.96,1.9621,97.0621,33,20260803
1S0W_A_C,naive,0,0.87,0.92,4.6654,84.7698,50,20260803
1S0W_A_C,naive,1,0.43,0.75,12.8469,70.462,50,20260803
1S0W_A_C,naive,2,0.92,0.95,3.1182,91.5262,50,20260803
1SBB_A_B,naive,0,0.12,0.53,27.4811,78.64,26,20260803
1SBB_A_B,naive,1,0.38,0.65,13.2961,74.8046,26,20260803
1SBB_A_B,naive,2,0.13,0.53,26.3471,73.88,26,20260803
1SBN_E_I,naive,0,0.91,0.95,2.0854,95.6429,35,20260803
1SBN_E_I,naive,1,0.89,0.95,2.26,94.668,35,20260803
1SBN_E_I,naive,2,0.92,0.96,2.0034,96.1071,35,20260803
1SGY_E_I,naive,0,0.91,0.94,1.8365,96.6143,28,20260803
1SGY_E_I,naive,1,0.9,0.94,2.5386,93.9993,28,20260803
1SGY_E_I,naive,2,0.91,0.94,1.7453,97.0036,28,20260803
1TM7_E_I,naive,0,0.89,0.95,2.2427,95.022,35,20260803
1TM7_E_I,naive,1,0.92,0.96,1.936,96.9083,35,20260803
1TM7_E_I,naive,2,0.9,0.95,2.0178,96.2631,35,20260803
1TMG_E_I,naive,0,0.9,0.95,2.2061,95.5534,35,20260803
1TMG_E_I,naive,1,0.88,0.95,2.3965,94.9603,35,20260803
1TMG_E_I,naive,2,0.91,0.95,2.0327,95.9169,35,20260803
1VFB_AB_C,naive,0,0.55,0.67,22.0861,74.0536,33,20260803
1VFB_AB_C,naive,1,0.54,0.67,22.4049,77.6109,33,20260803
1VFB_AB_C,naive,2,0.55,0.68,22.0384,75.3891,33,20260803
1X1X_A_D,naive,0,0.88,0.9,2.5097,93.496,30,20260803
1X1X_A_D,naive,1,0.89,0.91,2.1245,95.7853,30,20260803
1X1X_A_D,naive,2,0.85,0.89,2.6083,92.4307,30,20260803
1XGP_AB_C,naive,0,0.65,0.74,19.7655,75.0692,36,20260803
1XGP_AB_C,naive,1,0.66,0.74,20.369,76.8361,36,20260803
1XGP_AB_C,naive,2,0.64,0.74,21.5648,76.4933,36,20260803
1Y48_E_I,naive,0,0.9,0.95,2.1204,95.4546,35,20260803
1Y48_E_I,naive,1,0.9,0.95,2.3376,94.192,35,20260803
1Y48_E_I,naive,2,0.92,0.95,1.9839,96.1926,35,20260803
1Y4A_E_I,naive,0,0.92,0.96,2.1173,96.651,41,20260803
1Y4A_E_I,naive,1,0.92,0.96,2.4706,94.9824,41,20260803
1Y4A_E_I,naive,2,0.93,0.96,2.0988,96.4068,41,20260803
2AW2_A_B,naive,0,0.85,0.86,2.5528,95.1979,42,20260803
2AW2_A_B,naive,1,0.85,0.86,2.2597,96.3419,42,20260803
2AW2_A_B,naive,2,0.85,0.85,2.618,94.9576,42,20260803
2B12_A_B,naive,0,0.82,0.92,4.6625,89.441,21,20260803
2B12_A_B,naive,1,0.39,0.8,14.549,74.4495,21,20260803
2B12_A_B,naive,2,0.8,0.91,4.9861,88.4224,21,20260803
2HRK_A_B,naive,0,0.87,0.92,2.6374,93.5536,25,20260803
2HRK_A_B,naive,1,0.9,0.93,2.2263,95.2648,25,20260803
2HRK_A_B,naive,2,0.87,0.91,2.6015,92.9176,25,20260803
2JEL_LH_P,naive,0,0.69,0.77,16.6357,72.6234,32,20260803
2JEL_LH_P,naive,1,0.7,0.76,13.2276,78.9016,32,20260803
2JEL_LH_P,naive,2,0.68,0.76,19.3627,68.9944,32,20260803
2KSO_A_B,naive,0,0.82,0.85,1.9467,95.5182,22,20260803
2KSO_A_B,naive,1,0.17,0.52,17.9723,78.5118,22,20260803
2KSO_A_B,naive,2,0.2,0.53,16.0498,80.9659,22,20260803
2NU2_E_I,naive,0,0.91,0.94,1.7903,96.5641,29,20260803
2NU2_E_I,naive,1,0.91,0.94,1.9504,95.9393,29,20260803
2NU2_E_I,naive,2,0.92,0.94,2.7186,93.8017,29,20260803
2OI9_AQ_BC,naive,0,0.44,0.58,20.8757,67.7317,42,20260803
2OI9_AQ_BC,naive,1,0.86,0.89,4.0728,85.0502,42,20260803
2OI9_AQ_BC,naive,2,0.73,0.8,6.9965,77.3998,42,20260803
2REX_A_B,naive,0,0.13,0.61,25.8713,81.0442,26,20260803
2REX_A_B,naive,1,0.14,0.61,25.7424,81.765,26,20260803
2REX_A_B,naive,2,0.13,0.61,25.6336,76.6323,26,20260803
2SIC_E_I,naive,0,0.92,0.94,2.8312,92.9216,32,20260803
2SIC_E_I,naive,1,0.93,0.94,2.2713,95.1409,32,20260803
2SIC_E_I,naive,2,0.91,0.94,2.8169,92.7741,32,20260803
3BK3_A_C,naive,0,0.82,0.82,2.7588,94.2455,29,20260803
3BK3_A_C,naive,1,0.79,0.8,3.0323,92.4824,29,20260803
3BK3_A_C,naive,2,0.79,0.81,2.9313,93.4052,29,20260803
3BT1_A_U,naive,0,0.8,0.83,4.8717,84.8476,58,20260803
3BT1_A_U,naive,1,0.78,0.82,5.7035,82.4041,58,20260803
3BT1_A_U,naive,2,0.75,0.82,5.4455,83.4019,58,20260803
3BTF_E_I,naive,0,0.91,0.94,1.7367,97.4094,31,20260803
3BTF_E_I,naive,1,0.92,0.94,1.5968,97.8571,31,20260803
3BTF_E_I,naive,2,0.92,0.95,1.5866,98.0016,31,20260803
3BTH_E_I,naive,0,0.92,0.94,1.5818,97.4171,31,20260803
3BTH_E_I,naive,1,0.91,0.94,1.7532,96.8352,31,20260803
3BTH_E_I,naive,2,0.92,0.94,1.8746,96.56,31,20260803
3BTM_E_I,naive,0,0.92,0.95,1.5929,97.9083,30,20260803
3BTM_E_I,naive,1,0.88,0.94,2.0344,96.1027,30,20260803
3BTM_E_I,naive,2,0.91,0.94,1.6995,97.3963,30,20260803
3EQS_A_B,naive,0,0.88,0.89,1.7998,97.2496,23,20260803
3EQS_A_B,naive,1,0.86,0.88,2.2063,95.6683,23,20260803
3EQS_A_B,naive,2,0.87,0.88,2.0947,96.1409,23,20260803
3HFM_HL_Y,naive,0,0.67,0.77,20.017,72.8311,38,20260803
3HFM_HL_Y,naive,1,0.69,0.78,16.9253,73.7382,38,20260803
3HFM_HL_Y,naive,2,0.67,0.77,19.8,73.1005,38,20260803
3KUD_A_B,naive,0,0.21,0.69,17.1116,66.3761,23,20260803
3KUD_A_B,naive,1,0.33,0.72,12.6024,68.1439,23,20260803
3KUD_A_B,naive,2,0.49,0.77,11.4817,73.3839,23,20260803
3N0P_A_B,naive,0,0.81,0.86,4.4249,87.8402,48,20260803
3N0P_A_B,naive,1,0.84,0.87,3.9571,89.949,48,20260803
3N0P_A_B,naive,2,0.81,0.85,5.6086,84.8908,48,20260803
3N4I_A_B,naive,0,0.85,0.92,5.2357,84.4109,55,20260803
3N4I_A_B,naive,1,0.49,0.77,10.7316,71.1882,55,20260803
3N4I_A_B,naive,2,0.86,0.92,5.1525,84.436,55,20260803
3Q8D_A_E,naive,0,0.58,0.89,,82.33,7,20260803
3Q8D_A_E,naive,1,0.7,0.9,,93.91,7,20260803
3Q8D_A_E,naive,2,0.63,0.89,,82.7086,7,20260803
3SE3_B_C,naive,0,0.76,0.73,6.8485,76.6944,39,20260803
3SE3_B_C,naive,1,0.81,0.75,5.8289,81.0233,39,20260803
3SE3_B_C,naive,2,0.75,0.71,6.5293,77.6438,39,20260803
3SE4_B_C,naive,0,0.74,0.74,5.0919,81.449,39,20260803
3SE4_B_C,naive,1,0.65,0.7,6.3914,77.8426,39,20260803
3SE4_B_C,naive,2,0.67,0.73,6.2195,75.8415,39,20260803
3TGK_E_I,naive,0,0.31,0.8,12.7696,64.5819,32,20260803
3TGK_E_I,naive,1,0.33,0.79,12.3263,62.9913,32,20260803
3TGK_E_I,naive,2,0.81,0.9,4.305,84.5562,32,20260803
3UIG_A_P,naive,0,0.93,0.85,1.7977,95.8786,14,20260803
3UIG_A_P,naive,1,0.94,0.83,1.7968,95.7593,14,20260803
3UIG_A_P,naive,2,0.93,0.84,1.9784,95.285,14,20260803
3UIH_A_P,naive,0,0.94,0.85,,97.32,9,20260803
3UIH_A_P,naive,1,0.94,0.84,,97.48,9,20260803
3UIH_A_P,naive,2,0.94,0.85,,96.9856,9,20260803
4BFI_A_B,naive,0,0.75,0.81,4.4478,89.8185,41,20260803
4BFI_A_B,naive,1,0.76,0.81,4.5454,89.071,41,20260803
4BFI_A_B,naive,2,0.77,0.82,4.1482,91.1102,41,20260803
4EKD_A_B,naive,0,0.89,0.92,2.6259,94.0206,47,20260803
4EKD_A_B,naive,1,0.18,0.68,23.5263,72.4509,47,20260803
4EKD_A_B,naive,2,0.67,0.82,8.6143,78.7917,47,20260803
4G0N_A_B,naive,0,0.35,0.73,12.6946,68.5408,25,20260803
4G0N_A_B,naive,1,0.65,0.84,6.6433,80.3228,25,20260803
4G0N_A_B,naive,2,0.54,0.79,10.0794,76.2384,25,20260803
4KRL_A_B,naive,0,0.21,0.65,19.1824,67.3273,30,20260803
4KRL_A_B,naive,1,0.17,0.62,23.1634,73.2183,30,20260803
4KRL_A_B,naive,2,0.17,0.62,22.6988,73.3463,30,20260803
4L0P_A_B,naive,0,0.8,0.86,7.4322,78.2664,56,20260803
4L0P_A_B,naive,1,0.83,0.88,5.6046,84.9143,56,20260803
4L0P_A_B,naive,2,0.81,0.87,5.8656,84.3248,56,20260803
4MYW_A_B,naive,0,0.88,0.83,3.9798,89.9556,45,20260803
4MYW_A_B,naive,1,0.85,0.8,4.5295,87.7127,45,20260803
4MYW_A_B,naive,2,0.85,0.81,4.0963,89.178,45,20260803
4N8V_G_ABC,naive,0,0.6,0.66,29.4298,83.5776,29,20260803
4N8V_G_ABC,naive,1,0.6,0.66,28.8245,74.9407,29,20260803
4N8V_G_ABC,naive,2,0.83,0.86,6.5698,83.4069,29,20260803
5F4E_A_B,naive,0,0.82,0.87,4.1598,88.0661,38,20260803
5F4E_A_B,naive,1,0.56,0.73,7.5932,77.8234,38,20260803
5F4E_A_B,naive,2,0.83,0.88,3.195,92.2192,38,20260803
5M2O_A_B,naive,0,0.92,0.92,1.6597,98.1642,40,20260803
5M2O_A_B,naive,1,0.91,0.92,1.6599,98.2635,40,20260803
5M2O_A_B,naive,2,0.9,0.92,1.7561,97.8337,40,20260803
5TAR_A_B,naive,0,0.21,0.58,29.1503,66.094,15,20260803
5TAR_A_B,naive,1,0.56,0.74,26.7462,71.4347,15,20260803
5TAR_A_B,naive,2,0.24,0.6,29.021,62.1627,15,20260803
